time,actualComX,actualComY,springLegDelta,Phase,footInBaseX,footInBaseY
0.322,0.069531,4.79617,0.136416,0,-0.0408656,4.129,
0.323,0.0692581,4.79533,0.137403,0,-0.0430042,4.12865,
0.324,0.0689857,4.7945,0.138392,0,-0.0451359,4.12828,
0.325,0.0687136,4.79365,0.139383,0,-0.0472609,4.1279,
0.326,0.068442,4.79281,0.140376,0,-0.0493792,4.1275,
0.327,0.0681707,4.79196,0.14137,0,-0.0514908,4.12709,
0.328,0.0678999,4.79111,0.142367,0,-0.0535958,4.12667,
0.329,0.0676295,4.79025,0.143365,0,-0.0556942,4.12624,
0.33,0.0673595,4.7894,0.144364,0,-0.057786,4.12579,
0.331,0.0670899,4.78854,0.145366,0,-0.0598714,4.12532,
0.332,0.0668208,4.78767,0.146369,0,-0.0619503,4.12485,
0.333,0.0665521,4.78681,0.147374,0,-0.0640229,4.12435,
0.334,0.0662838,4.78594,0.148381,0,-0.0660891,4.12385,
0.335,0.066016,4.78507,0.149389,0,-0.0681489,4.12333,
0.336,0.0657486,4.78419,0.150399,0,-0.0702026,4.1228,
0.337,0.0654816,4.78331,0.15141,0,-0.07225,4.12225,
0.338,0.0652151,4.78243,0.152423,0,-0.0742912,4.12169,
0.339,0.0649491,4.78155,0.153438,0,-0.0763263,4.12111,
0.34,0.0646835,4.78066,0.154454,0,-0.0783554,4.12052,
0.341,0.0644184,4.77977,0.155472,0,-0.0803784,4.11992,
0.342,0.0641537,4.77888,0.156491,0,-0.0823954,4.1193,
0.343,0.0638895,4.77798,0.157512,0,-0.0844065,4.11867,
0.344,0.0636258,4.77708,0.158534,0,-0.0864117,4.11802,
0.345,0.0633626,4.77618,0.159558,0,-0.0884111,4.11736,
0.346,0.0630998,4.77528,0.160583,0,-0.0904047,4.11668,
0.347,0.0628376,4.77437,0.16161,0,-0.0923925,4.11599,
0.348,0.0625758,4.77346,0.162638,0,-0.0943746,4.11529,
0.349,0.0623145,4.77254,0.163668,0,-0.096351,4.11457,
0.35,0.0620537,4.77163,0.164699,0,-0.0983218,4.11383,
0.351,0.0617934,4.77071,0.165732,0,-0.100287,4.11308,
0.352,0.0615336,4.76978,0.166765,0,-0.102247,4.11232,
0.353,0.0612743,4.76886,0.167801,0,-0.104201,4.11154,
0.354,0.0610156,4.76793,0.168837,0,-0.10615,4.11075,
0.355,0.0607573,4.767,0.169875,0,-0.108093,4.10994,
0.356,0.0604996,4.76607,0.170915,0,-0.110031,4.10912,
0.357,0.0602424,4.76513,0.171955,0,-0.111963,4.10828,
0.358,0.0599857,4.76419,0.172997,0,-0.113891,4.10743,
0.359,0.0597295,4.76324,0.174041,0,-0.115813,4.10656,
0.36,0.0594739,4.7623,0.175086,0,-0.11773,4.10568,
0.361,0.0592188,4.76135,0.176132,0,-0.119641,4.10479,
0.362,0.0589643,4.7604,0.177179,0,-0.121548,4.10388,
0.363,0.0587103,4.75944,0.178227,0,-0.123449,4.10295,
0.364,0.0584569,4.75848,0.179277,0,-0.125345,4.10201,
0.365,0.058204,4.75752,0.180329,0,-0.127237,4.10106,
0.366,0.0579517,4.75656,0.181381,0,-0.129123,4.10009,
0.367,0.0576999,4.75559,0.182435,0,-0.131004,4.0991,
0.368,0.0574488,4.75462,0.18349,0,-0.132881,4.0981,
0.369,0.0571982,4.75365,0.184546,0,-0.134752,4.09709,
0.37,0.0569481,4.75268,0.185603,0,-0.136619,4.09606,
0.371,0.0566987,4.7517,0.186662,0,-0.138481,4.09501,
0.372,0.0564498,4.75072,0.187722,0,-0.140338,4.09396,
0.373,0.0562015,4.74974,0.188783,0,-0.14219,4.09288,
0.374,0.0559539,4.74875,0.189845,0,-0.144037,4.09179,
0.375,0.0557068,4.74776,0.190909,0,-0.14588,4.09069,
0.376,0.0554603,4.74677,0.191974,0,-0.147718,4.08957,
0.377,0.0552144,4.74577,0.19304,0,-0.149551,4.08844,
0.378,0.0549692,4.74477,0.194107,0,-0.15138,4.08729,
0.379,0.0547246,4.74377,0.195175,0,-0.153204,4.08613,
0.38,0.0544805,4.74277,0.196245,0,-0.155024,4.08495,
0.381,0.0542372,4.74176,0.197316,0,-0.156839,4.08376,
0.382,0.0539944,4.74075,0.198388,0,-0.158649,4.08256,
0.383,0.0537523,4.73974,0.199461,0,-0.160455,4.08133,
0.384,0.0535108,4.73873,0.200535,0,-0.162256,4.0801,
0.385,0.0532699,4.73771,0.201611,0,-0.164053,4.07885,
0.386,0.0530298,4.73669,0.202687,0,-0.165846,4.07758,
0.387,0.0527902,4.73567,0.203765,0,-0.167634,4.0763,
0.388,0.0525513,4.73464,0.204844,0,-0.169417,4.07501,
0.389,0.0523131,4.73361,0.205924,0,-0.171196,4.0737,
0.39,0.0520756,4.73258,0.207006,0,-0.172971,4.07237,
0.391,0.0518387,4.73155,0.208088,0,-0.174741,4.07104,
0.392,0.0516025,4.73051,0.209172,0,-0.176507,4.06968,
0.393,0.051367,4.72947,0.210257,0,-0.178268,4.06832,
0.394,0.0511322,4.72843,0.211343,0,-0.180026,4.06693,
