time,actualComX,actualComY,springLegDelta,Phase,footInBaseX,footInBaseY
0.122,0.103585,4.89584,0.0189117,0,0.275764,4.09668,
0.123,0.103416,4.89549,0.0192989,0,0.274122,4.0965,
0.124,0.103247,4.89513,0.0196885,0,0.272493,4.09632,
0.125,0.10308,4.89477,0.0200806,0,0.270878,4.09612,
0.126,0.102914,4.89441,0.0204751,0,0.269277,4.09592,
0.127,0.102749,4.89405,0.0208719,0,0.267688,4.09571,
0.128,0.102585,4.89369,0.0212712,0,0.266113,4.0955,
0.129,0.102422,4.89333,0.0216728,0,0.264551,4.09528,
0.13,0.10226,4.89296,0.0220767,0,0.263001,4.09506,
0.131,0.102099,4.89259,0.022483,0,0.261464,4.09482,
0.132,0.101939,4.89222,0.0228915,0,0.25994,4.09459,
0.133,0.101781,4.89185,0.0233024,0,0.258428,4.09434,
0.134,0.101623,4.89147,0.0237156,0,0.256928,4.09409,
0.135,0.101466,4.89109,0.024131,0,0.25544,4.09384,
0.136,0.10131,4.89072,0.0245486,0,0.253964,4.09358,
0.137,0.101156,4.89034,0.0249685,0,0.2525,4.09331,
0.138,0.101002,4.88995,0.0253906,0,0.251048,4.09304,
0.139,0.100849,4.88957,0.0258149,0,0.249607,4.09276,
0.14,0.100698,4.88918,0.0262414,0,0.248177,4.09247,
0.141,0.100547,4.88879,0.02667,0,0.246759,4.09218,
0.142,0.100397,4.8884,0.0271009,0,0.245351,4.09189,
0.143,0.100248,4.88801,0.0275338,0,0.243955,4.09159,
0.144,0.1001,4.88762,0.0279689,0,0.24257,4.09128,
0.145,0.099953,4.88722,0.0284061,0,0.241195,4.09097,
0.146,0.0998069,4.88682,0.0288455,0,0.239831,4.09065,
0.147,0.0996616,4.88642,0.0292869,0,0.238477,4.09033,
0.148,0.0995173,4.88602,0.0297304,0,0.237134,4.09,
0.149,0.0993738,4.88562,0.030176,0,0.235801,4.08967,
0.15,0.0992313,4.88521,0.0306236,0,0.234478,4.08933,
0.151,0.0990896,4.88481,0.0310733,0,0.233165,4.08899,
0.152,0.0989488,4.8844,0.0315251,0,0.231862,4.08864,
0.153,0.0988088,4.88399,0.0319788,0,0.230569,4.08829,
0.154,0.0986697,4.88357,0.0324346,0,0.229285,4.08793,
0.155,0.0985314,4.88316,0.0328924,0,0.228012,4.08757,
0.156,0.098394,4.88274,0.0333522,0,0.226747,4.0872,
0.157,0.0982574,4.88232,0.033814,0,0.225492,4.08683,
0.158,0.0981216,4.8819,0.0342777,0,0.224246,4.08645,
0.159,0.0979866,4.88148,0.0347434,0,0.22301,4.08607,
0.16,0.0978524,4.88106,0.0352111,0,0.221782,4.08568,
0.161,0.097719,4.88063,0.0356807,0,0.220564,4.08529,
0.162,0.0975864,4.8802,0.0361522,0,0.219354,4.08489,
0.163,0.0974546,4.87977,0.0366257,0,0.218153,4.08449,
0.164,0.0973236,4.87934,0.0371011,0,0.216961,4.08409,
0.165,0.0971934,4.87891,0.0375784,0,0.215777,4.08368,
0.166,0.0970639,4.87847,0.0380576,0,0.214602,4.08326,
0.167,0.0969351,4.87804,0.0385387,0,0.213436,4.08285,
0.168,0.0968072,4.8776,0.0390217,0,0.212277,4.08242,
0.169,0.0966799,4.87716,0.0395066,0,0.211127,4.082,
0.17,0.0965534,4.87671,0.0399933,0,0.209985,4.08157,
0.171,0.0964277,4.87627,0.0404819,0,0.208851,4.08113,
0.172,0.0963026,4.87582,0.0409724,0,0.207726,4.08069,
0.173,0.0961783,4.87537,0.0414647,0,0.206608,4.08025,
0.174,0.0960547,4.87493,0.0419588,0,0.205497,4.0798,
0.175,0.0959318,4.87447,0.0424548,0,0.204395,4.07935,
0.176,0.0958096,4.87402,0.0429526,0,0.2033,4.07889,
0.177,0.0956881,4.87356,0.0434523,0,0.202213,4.07843,
0.178,0.0955673,4.87311,0.0439537,0,0.201133,4.07797,
0.179,0.0954472,4.87265,0.044457,0,0.200061,4.0775,
0.18,0.0953278,4.87219,0.044962,0,0.198996,4.07703,
0.181,0.095209,4.87173,0.0454689,0,0.197939,4.07655,
0.182,0.0950909,4.87126,0.0459775,0,0.196888,4.07607,
0.183,0.0949735,4.8708,0.0464879,0,0.195845,4.07559,
0.184,0.0948567,4.87033,0.0470001,0,0.194809,4.0751,
0.185,0.0947406,4.86986,0.0475141,0,0.193779,4.07461,
0.186,0.0946251,4.86939,0.0480298,0,0.192757,4.07411,
0.187,0.0945103,4.86891,0.0485473,0,0.191742,4.07361,
0.188,0.0943961,4.86844,0.0490666,0,0.190733,4.07311,
0.189,0.0942826,4.86796,0.0495876,0,0.189731,4.07261,
0.19,0.0941696,4.86748,0.0501103,0,0.188736,4.0721,
0.191,0.0940573,4.867,0.0506348,0,0.187747,4.07159,
0.192,0.0939457,4.86652,0.051161,0,0.186765,4.07107,
0.193,0.0938346,4.86604,0.051689,0,0.185789,4.07055,
0.194,0.0937241,4.86555,0.0522186,0,0.18482,4.07003,
0.195,0.0936143,4.86506,0.05275,0,0.183857,4.0695,
0.196,0.093505,4.86458,0.0532832,0,0.1829,4.06897,
0.197,0.0933964,4.86408,0.053818,0,0.18195,4.06844,
0.198,0.0932883,4.86359,0.0543545,0,0.181006,4.0679,
0.199,0.0931808,4.8631,0.0548928,0,0.180068,4.06736,
0.2,0.0930739,4.8626,0.0554327,0,0.179135,4.06682,
0.201,0.0929676,4.8621,0.0559743,0,0.178209,4.06627,
0.202,0.0928618,4.8616,0.0565177,0,0.177289,4.06572,
0.203,0.0927567,4.8611,0.0570627,0,0.176375,4.06517,
0.204,0.0926521,4.8606,0.0576094,0,0.175466,4.06461,
0.205,0.092548,4.86009,0.0581578,0,0.174564,4.06406,
0.206,0.0924445,4.85959,0.0587079,0,0.173667,4.06349,
0.207,0.0923416,4.85908,0.0592596,0,0.172775,4.06293,
0.208,0.0922392,4.85857,0.059813,0,0.171889,4.06236,
0.209,0.0921373,4.85805,0.0603681,0,0.171009,4.06179,
0.21,0.092036,4.85754,0.0609248,0,0.170135,4.06121,
0.211,0.0919353,4.85702,0.0614832,0,0.169265,4.06064,
0.212,0.091835,4.85651,0.0620433,0,0.168402,4.06006,
0.213,0.0917353,4.85599,0.062605,0,0.167543,4.05947,
0.214,0.0916362,4.85547,0.0631684,0,0.16669,4.05889,
0.215,0.0915375,4.85494,0.0637335,0,0.165842,4.0583,
0.216,0.0914394,4.85442,0.0643001,0,0.165,4.05771,
0.217,0.0913418,4.85389,0.0648685,0,0.164162,4.05711,
0.218,0.0912447,4.85337,0.0654384,0,0.16333,4.05652,
0.219,0.0911481,4.85284,0.0660101,0,0.162503,4.05592,
0.22,0.091052,4.8523,0.0665833,0,0.161681,4.05531,
0.221,0.0909564,4.85177,0.0671582,0,0.160864,4.05471,
0.222,0.0908613,4.85124,0.0677347,0,0.160051,4.0541,
0.223,0.0907667,4.8507,0.0683129,0,0.159244,4.05349,
0.224,0.0906726,4.85016,0.0688927,0,0.158442,4.05287,
0.225,0.090579,4.84962,0.0694741,0,0.157644,4.05226,
0.226,0.0904858,4.84908,0.0700571,0,0.156851,4.05164,
0.227,0.0903932,4.84854,0.0706418,0,0.156063,4.05102,
0.228,0.090301,4.84799,0.0712281,0,0.15528,4.05039,
0.229,0.0902093,4.84744,0.071816,0,0.154501,4.04977,
0.23,0.0901181,4.84689,0.0724055,0,0.153727,4.04914,
0.231,0.0900273,4.84634,0.0729967,0,0.152958,4.04851,
0.232,0.089937,4.84579,0.0735894,0,0.152193,4.04787,
0.233,0.0898472,4.84524,0.0741838,0,0.151432,4.04723,
0.234,0.0897578,4.84468,0.0747798,0,0.150676,4.0466,
0.235,0.0896689,4.84412,0.0753774,0,0.149925,4.04595,
0.236,0.0895804,4.84356,0.0759766,0,0.149178,4.04531,
0.237,0.0894924,4.843,0.0765774,0,0.148435,4.04466,
0.238,0.0894049,4.84244,0.0771798,0,0.147697,4.04401,
0.239,0.0893178,4.84187,0.0777839,0,0.146963,4.04336,
0.24,0.0892311,4.84131,0.0783895,0,0.146233,4.04271,
0.241,0.0891448,4.84074,0.0789968,0,0.145507,4.04205,
0.242,0.089059,4.84017,0.0796056,0,0.144786,4.04139,
0.243,0.0889737,4.8396,0.0802161,0,0.144069,4.04073,
0.244,0.0888888,4.83903,0.0808281,0,0.143355,4.04007,
0.245,0.0888042,4.83845,0.0814418,0,0.142646,4.0394,
0.246,0.0887202,4.83787,0.082057,0,0.141941,4.03874,
0.247,0.0886365,4.83729,0.0826739,0,0.141241,4.03807,
0.248,0.0885533,4.83671,0.0832923,0,0.140544,4.03739,
0.249,0.0884705,4.83613,0.0839123,0,0.139851,4.03672,
0.25,0.0883881,4.83555,0.084534,0,0.139162,4.03604,
0.251,0.0883061,4.83496,0.0851572,0,0.138476,4.03536,
0.252,0.0882245,4.83438,0.085782,0,0.137795,4.03468,
0.253,0.0881433,4.83379,0.0864085,0,0.137118,4.034,
0.254,0.0880626,4.8332,0.0870365,0,0.136444,4.03331,
0.255,0.0879822,4.8326,0.0876661,0,0.135774,4.03262,
0.256,0.0879022,4.83201,0.0882973,0,0.135108,4.03193,
0.257,0.0878227,4.83141,0.0889301,0,0.134446,4.03124,
0.258,0.0877435,4.83082,0.0895645,0,0.133787,4.03055,
0.259,0.0876647,4.83022,0.0902004,0,0.133132,4.02985,
0.26,0.0875863,4.82961,0.090838,0,0.132481,4.02915,
0.261,0.0875084,4.82901,0.0914772,0,0.131833,4.02845,
0.262,0.0874307,4.82841,0.0921179,0,0.131189,4.02775,
0.263,0.0873535,4.8278,0.0927602,0,0.130549,4.02704,
0.264,0.0872767,4.82719,0.0934042,0,0.129912,4.02634,
0.265,0.0872002,4.82658,0.0940497,0,0.129278,4.02563,
0.266,0.0871241,4.82597,0.0946968,0,0.128648,4.02492,
0.267,0.0870484,4.82536,0.0953455,0,0.128021,4.02421,
0.268,0.0869731,4.82474,0.0959958,0,0.127398,4.02349,
0.269,0.0868981,4.82413,0.0966476,0,0.126779,4.02277,
0.27,0.0868235,4.82351,0.0973011,0,0.126162,4.02205,
0.271,0.0867493,4.82289,0.0979561,0,0.125549,4.02133,
0.272,0.0866754,4.82226,0.0986128,0,0.12494,4.02061,
0.273,0.0866019,4.82164,0.099271,0,0.124333,4.01989,
0.274,0.0865287,4.82101,0.0999308,0,0.12373,4.01916,
0.275,0.086456,4.82039,0.100592,0,0.12313,4.01843,
0.276,0.0863835,4.81976,0.101255,0,0.122534,4.0177,
0.277,0.0863115,4.81913,0.10192,0,0.121941,4.01697,
0.278,0.0862397,4.81849,0.102586,0,0.12135,4.01623,
0.279,0.0861683,4.81786,0.103254,0,0.120764,4.0155,
0.28,0.0860973,4.81722,0.103923,0,0.12018,4.01476,
0.281,0.0860266,4.81659,0.104594,0,0.119599,4.01402,
0.282,0.0859563,4.81595,0.105267,0,0.119021,4.01328,
0.283,0.0858863,4.81531,0.105941,0,0.118447,4.01253,
0.284,0.0858166,4.81466,0.106616,0,0.117875,4.01179,
0.285,0.0857473,4.81402,0.107294,0,0.117307,4.01104,
0.286,0.0856784,4.81337,0.107973,0,0.116742,4.01029,
0.287,0.0856097,4.81272,0.108653,0,0.116179,4.00954,
0.288,0.0855414,4.81207,0.109335,0,0.11562,4.00879,
0.289,0.0854734,4.81142,0.110019,0,0.115064,4.00803,
0.29,0.0854058,4.81077,0.110704,0,0.11451,4.00727,
0.291,0.0853384,4.81011,0.111391,0,0.113959,4.00652,
0.292,0.0852714,4.80945,0.112079,0,0.113412,4.00576,
0.293,0.0852048,4.8088,0.112769,0,0.112867,4.00499,
0.294,0.0851384,4.80814,0.113461,0,0.112325,4.00423,
0.295,0.0850724,4.80747,0.114154,0,0.111786,4.00346,
0.296,0.0850067,4.80681,0.114849,0,0.11125,4.0027,
0.297,0.0849413,4.80614,0.115546,0,0.110716,4.00193,
0.298,0.0848762,4.80548,0.116244,0,0.110185,4.00116,
0.299,0.0848114,4.80481,0.116943,0,0.109658,4.00038,
0.3,0.0847469,4.80414,0.117644,0,0.109132,3.99961,
0.301,0.0846828,4.80346,0.118347,0,0.10861,3.99883,
0.302,0.084619,4.80279,0.119052,0,0.10809,3.99806,
0.303,0.0845554,4.80211,0.119758,0,0.107573,3.99728,
0.304,0.0844922,4.80143,0.120465,0,0.107059,3.99649,
0.305,0.0844293,4.80075,0.121174,0,0.106547,3.99571,
0.306,0.0843667,4.80007,0.121885,0,0.106038,3.99493,
0.307,0.0843043,4.79939,0.122598,0,0.105531,3.99414,
0.308,0.0842423,4.7987,0.123312,0,0.105028,3.99335,
0.309,0.0841806,4.79802,0.124027,0,0.104526,3.99256,
0.31,0.0841192,4.79733,0.124745,0,0.104028,3.99177,
0.311,0.084058,4.79664,0.125463,0,0.103532,3.99098,
0.312,0.0839972,4.79595,0.126184,0,0.103038,3.99018,
0.313,0.0839366,4.79525,0.126906,0,0.102547,3.98938,
0.314,0.0838764,4.79456,0.12763,0,0.102058,3.98859,
0.315,0.0838164,4.79386,0.128355,0,0.101572,3.98779,
0.316,0.0837567,4.79316,0.129082,0,0.101089,3.98698,
0.317,0.0836973,4.79246,0.12981,0,0.100608,3.98618,
0.318,0.0836382,4.79176,0.13054,0,0.100129,3.98538,
0.319,0.0835793,4.79105,0.131272,0,0.0996529,3.98457,
0.32,0.0835208,4.79034,0.132005,0,0.0991791,3.98376,
0.321,0.0834625,4.78964,0.13274,0,0.0987077,3.98295,
0.322,0.0834045,4.78893,0.133477,0,0.0982386,3.98214,
0.323,0.0833468,4.78822,0.134215,0,0.097772,3.98133,
0.324,0.0832893,4.7875,0.134955,0,0.0973077,3.98051,
0.325,0.0832322,4.78679,0.135696,0,0.0968457,3.97969,
0.326,0.0831752,4.78607,0.136439,0,0.0963861,3.97888,
0.327,0.0831186,4.78535,0.137184,0,0.0959288,3.97806,
0.328,0.0830623,4.78463,0.13793,0,0.0954738,3.97724,
0.329,0.0830062,4.78391,0.138678,0,0.0950211,3.97641,
0.33,0.0829503,4.78319,0.139427,0,0.0945706,3.97559,
0.331,0.0828948,4.78246,0.140178,0,0.0941224,3.97476,
0.332,0.0828395,4.78173,0.140931,0,0.0936765,3.97393,
0.333,0.0827844,4.781,0.141685,0,0.0932328,3.9731,
0.334,0.0827297,4.78027,0.142441,0,0.0927913,3.97227,
0.335,0.0826751,4.77954,0.143199,0,0.092352,3.97144,
0.336,0.0826209,4.7788,0.143958,0,0.0919149,3.97061,
0.337,0.0825669,4.77807,0.144719,0,0.09148,3.96977,
0.338,0.0825131,4.77733,0.145482,0,0.0910472,3.96893,
0.339,0.0824597,4.77659,0.146246,0,0.0906166,3.96809,
0.34,0.0824064,4.77585,0.147012,0,0.0901881,3.96725,
0.341,0.0823534,4.7751,0.147779,0,0.0897618,3.96641,
0.342,0.0823007,4.77436,0.148548,0,0.0893376,3.96557,
0.343,0.0822482,4.77361,0.149319,0,0.0889155,3.96472,
0.344,0.082196,4.77286,0.150091,0,0.0884954,3.96387,
0.345,0.082144,4.77211,0.150865,0,0.0880775,3.96303,
0.346,0.0820923,4.77136,0.15164,0,0.0876616,3.96218,
0.347,0.0820408,4.77061,0.152417,0,0.0872478,3.96132,
0.348,0.0819895,4.76985,0.153196,0,0.086836,3.96047,
0.349,0.0819385,4.76909,0.153977,0,0.0864262,3.95962,
0.35,0.0818877,4.76833,0.154759,0,0.0860185,3.95876,
0.351,0.0818372,4.76757,0.155543,0,0.0856127,3.9579,
0.352,0.0817869,4.76681,0.156328,0,0.085209,3.95704,
0.353,0.0817369,4.76604,0.157115,0,0.0848072,3.95618,
0.354,0.0816871,4.76528,0.157904,0,0.0844074,3.95532,
0.355,0.0816375,4.76451,0.158694,0,0.0840096,3.95445,
0.356,0.0815881,4.76374,0.159486,0,0.0836137,3.95359,
0.357,0.081539,4.76297,0.16028,0,0.0832198,3.95272,
0.358,0.0814902,4.76219,0.161075,0,0.0828278,3.95185,
0.359,0.0814415,4.76142,0.161872,0,0.0824377,3.95098,
0.36,0.0813931,4.76064,0.16267,0,0.0820495,3.95011,
0.361,0.0813449,4.75986,0.163471,0,0.0816632,3.94923,
0.362,0.0812969,4.75908,0.164273,0,0.0812788,3.94836,
0.363,0.0812492,4.7583,0.165076,0,0.0808963,3.94748,
0.364,0.0812017,4.75751,0.165881,0,0.0805156,3.9466,
0.365,0.0811544,4.75673,0.166688,0,0.0801368,3.94572,
0.366,0.0811073,4.75594,0.167497,0,0.0797598,3.94484,
0.367,0.0810605,4.75515,0.168307,0,0.0793847,3.94396,
0.368,0.0810139,4.75436,0.169119,0,0.0790114,3.94308,
0.369,0.0809675,4.75356,0.169932,0,0.0786399,3.94219,
0.37,0.0809213,4.75277,0.170747,0,0.0782702,3.9413,
0.371,0.0808754,4.75197,0.171564,0,0.0779023,3.94041,
0.372,0.0808296,4.75117,0.172382,0,0.0775361,3.93952,
0.373,0.0807841,4.75037,0.173203,0,0.0771718,3.93863,
0.374,0.0807388,4.74957,0.174024,0,0.0768092,3.93774,
0.375,0.0806937,4.74877,0.174848,0,0.0764483,3.93684,
0.376,0.0806488,4.74796,0.175673,0,0.0760892,3.93594,
0.377,0.0806041,4.74715,0.1765,0,0.0757319,3.93505,
0.378,0.0805596,4.74634,0.177328,0,0.0753762,3.93415,
0.379,0.0805154,4.74553,0.178158,0,0.0750223,3.93324,
0.38,0.0804713,4.74472,0.17899,0,0.0746701,3.93234,
0.381,0.0804275,4.7439,0.179824,0,0.0743196,3.93144,
0.382,0.0803839,4.74308,0.180659,0,0.0739707,3.93053,
0.383,0.0803404,4.74227,0.181496,0,0.0736236,3.92962,
0.384,0.0802972,4.74145,0.182334,0,0.0732781,3.92871,
0.385,0.0802542,4.74062,0.183174,0,0.0729343,3.9278,
0.386,0.0802114,4.7398,0.184016,0,0.0725921,3.92689,
0.387,0.0801688,4.73897,0.18486,0,0.0722516,3.92598,
0.388,0.0801264,4.73815,0.185705,0,0.0719127,3.92506,
0.389,0.0800842,4.73732,0.186552,0,0.0715754,3.92415,
0.39,0.0800422,4.73648,0.187401,0,0.0712397,3.92323,
0.391,0.0800003,4.73565,0.188251,0,0.0709057,3.92231,
0.392,0.0799587,4.73482,0.189103,0,0.0705732,3.92139,
0.393,0.0799173,4.73398,0.189957,0,0.0702424,3.92046,
0.394,0.0798761,4.73314,0.190812,0,0.0699131,3.91954,
0.395,0.0798351,4.7323,0.191669,0,0.0695854,3.91861,
0.396,0.0797942,4.73146,0.192528,0,0.0692592,3.91768,
0.397,0.0797536,4.73061,0.193388,0,0.0689347,3.91676,
0.398,0.0797131,4.72977,0.19425,0,0.0686116,3.91582,
0.399,0.0796729,4.72892,0.195114,0,0.0682901,3.91489,
0.4,0.0796328,4.72807,0.19598,0,0.0679702,3.91396,
0.401,0.0795929,4.72722,0.196847,0,0.0676517,3.91302,
0.402,0.0795532,4.72637,0.197716,0,0.0673348,3.91209,
0.403,0.0795137,4.72551,0.198587,0,0.0670194,3.91115,
0.404,0.0794744,4.72465,0.199459,0,0.0667055,3.91021,
0.405,0.0794353,4.7238,0.200333,0,0.0663931,3.90927,
0.406,0.0793963,4.72294,0.201209,0,0.0660822,3.90832,
0.407,0.0793576,4.72207,0.202086,0,0.0657727,3.90738,
0.408,0.079319,4.72121,0.202965,0,0.0654647,3.90643,
0.409,0.0792806,4.72034,0.203846,0,0.0651582,3.90549,
0.41,0.0792424,4.71948,0.204729,0,0.0648531,3.90454,
0.411,0.0792043,4.71861,0.205613,0,0.0645495,3.90359,
0.412,0.0791665,4.71773,0.206499,0,0.0642473,3.90263,
0.413,0.0791288,4.71686,0.207386,0,0.0639466,3.90168,
0.414,0.0790913,4.71599,0.208276,0,0.0636473,3.90072,
0.415,0.079054,4.71511,0.209167,0,0.0633494,3.89977,
