time,actualComX,actualComY,springLegDelta,Phase,footInBaseX,footInBaseY
0.17,0.125413,4.89132,0.022637,0,0.507334,4.05546,
0.171,0.125271,4.89096,0.0229467,0,0.505688,4.05545,
0.172,0.125128,4.89059,0.0232592,0,0.504037,4.05543,
0.173,0.124985,4.89023,0.0235743,0,0.502379,4.05541,
0.174,0.124841,4.88986,0.0238922,0,0.500714,4.0554,
0.175,0.124696,4.88949,0.0242128,0,0.499044,4.05538,
0.176,0.124551,4.88911,0.0245361,0,0.497367,4.05537,
0.177,0.124406,4.88874,0.0248622,0,0.495684,4.05535,
0.178,0.124259,4.88836,0.0251911,0,0.493995,4.05534,
0.179,0.124112,4.88798,0.0255227,0,0.4923,4.05533,
0.18,0.123965,4.8876,0.0258572,0,0.490599,4.05532,
0.181,0.123817,4.88722,0.0261944,0,0.488892,4.05531,
0.182,0.123668,4.88683,0.0265345,0,0.48718,4.05529,
0.183,0.123519,4.88644,0.0268774,0,0.485461,4.05528,
0.184,0.123369,4.88605,0.0272231,0,0.483737,4.05528,
0.185,0.123218,4.88566,0.0275717,0,0.482007,4.05527,
0.186,0.123067,4.88526,0.0279231,0,0.480272,4.05526,
0.187,0.122916,4.88487,0.0282774,0,0.478531,4.05525,
0.188,0.122764,4.88447,0.0286346,0,0.476784,4.05524,
0.189,0.122611,4.88406,0.0289947,0,0.475032,4.05524,
0.19,0.122458,4.88366,0.0293577,0,0.473275,4.05523,
0.191,0.122304,4.88325,0.0297236,0,0.471512,4.05523,
0.192,0.122149,4.88285,0.0300924,0,0.469744,4.05522,
0.193,0.121994,4.88244,0.0304642,0,0.467971,4.05522,
0.194,0.121839,4.88202,0.0308389,0,0.466193,4.05522,
0.195,0.121683,4.88161,0.0312166,0,0.46441,4.05521,
0.196,0.121526,4.88119,0.0315972,0,0.462621,4.05521,
0.197,0.121369,4.88077,0.0319808,0,0.460828,4.05521,
0.198,0.121212,4.88035,0.0323674,0,0.45903,4.05521,
0.199,0.121053,4.87993,0.032757,0,0.457227,4.05521,
0.2,0.120895,4.8795,0.0331496,0,0.455419,4.05521,
0.201,0.120735,4.87907,0.0335452,0,0.453606,4.05522,
0.202,0.120576,4.87864,0.0339438,0,0.451789,4.05522,
0.203,0.120415,4.87821,0.0343455,0,0.449967,4.05522,
0.204,0.120255,4.87778,0.0347502,0,0.448141,4.05522,
0.205,0.120093,4.87734,0.035158,0,0.44631,4.05523,
0.206,0.119932,4.8769,0.0355688,0,0.444475,4.05523,
0.207,0.119769,4.87646,0.0359828,0,0.442635,4.05524,
0.208,0.119606,4.87602,0.0363998,0,0.440791,4.05524,
0.209,0.119443,4.87557,0.0368198,0,0.438943,4.05525,
0.21,0.119279,4.87512,0.037243,0,0.43709,4.05526,
0.211,0.119115,4.87467,0.0376693,0,0.435234,4.05527,
0.212,0.11895,4.87422,0.0380988,0,0.433373,4.05527,
0.213,0.118785,4.87377,0.0385313,0,0.431508,4.05528,
0.214,0.11862,4.87331,0.038967,0,0.42964,4.05529,
0.215,0.118453,4.87285,0.0394058,0,0.427767,4.0553,
0.216,0.118287,4.87239,0.0398478,0,0.425891,4.05532,
0.217,0.11812,4.87192,0.040293,0,0.424011,4.05533,
0.218,0.117952,4.87146,0.0407413,0,0.422127,4.05534,
0.219,0.117784,4.87099,0.0411928,0,0.42024,4.05535,
0.22,0.117616,4.87052,0.0416475,0,0.418349,4.05536,
0.221,0.117447,4.87005,0.0421053,0,0.416454,4.05538,
0.222,0.117278,4.86957,0.0425664,0,0.414556,4.05539,
0.223,0.117108,4.8691,0.0430307,0,0.412655,4.05541,
0.224,0.116938,4.86862,0.0434982,0,0.41075,4.05542,
0.225,0.116767,4.86814,0.0439689,0,0.408842,4.05544,
0.226,0.116596,4.86765,0.0444428,0,0.406931,4.05545,
0.227,0.116424,4.86717,0.04492,0,0.405017,4.05547,
0.228,0.116252,4.86668,0.0454004,0,0.403099,4.05549,
0.229,0.11608,4.86619,0.0458841,0,0.401179,4.05551,
0.23,0.115907,4.8657,0.046371,0,0.399255,4.05553,
0.231,0.115734,4.8652,0.0468612,0,0.397329,4.05554,
0.232,0.115561,4.8647,0.0473546,0,0.3954,4.05556,
0.233,0.115387,4.86421,0.0478514,0,0.393468,4.05558,
0.234,0.115212,4.8637,0.0483514,0,0.391533,4.0556,
0.235,0.115038,4.8632,0.0488546,0,0.389596,4.05562,
0.236,0.114862,4.86269,0.0493612,0,0.387656,4.05564,
0.237,0.114687,4.86219,0.0498711,0,0.385713,4.05567,
0.238,0.114511,4.86168,0.0503843,0,0.383768,4.05569,
0.239,0.114335,4.86116,0.0509007,0,0.381821,4.05571,
0.24,0.114158,4.86065,0.0514205,0,0.379871,4.05573,
0.241,0.113981,4.86013,0.0519436,0,0.377919,4.05575,
0.242,0.113803,4.85961,0.05247,0,0.375965,4.05578,
0.243,0.113626,4.85909,0.0529998,0,0.374008,4.0558,
0.244,0.113447,4.85857,0.0535328,0,0.37205,4.05582,
0.245,0.113269,4.85804,0.0540693,0,0.370089,4.05585,
0.246,0.11309,4.85751,0.054609,0,0.368126,4.05587,
0.247,0.112911,4.85698,0.0551521,0,0.366162,4.0559,
0.248,0.112731,4.85645,0.0556985,0,0.364195,4.05592,
0.249,0.112551,4.85591,0.0562483,0,0.362227,4.05595,
0.25,0.112371,4.85537,0.0568014,0,0.360257,4.05597,
0.251,0.11219,4.85483,0.0573578,0,0.358285,4.056,
0.252,0.11201,4.85429,0.0579177,0,0.356312,4.05602,
0.253,0.111828,4.85375,0.0584809,0,0.354337,4.05605,
0.254,0.111647,4.8532,0.0590474,0,0.35236,4.05607,
0.255,0.111465,4.85265,0.0596173,0,0.350382,4.0561,
0.256,0.111283,4.8521,0.0601906,0,0.348403,4.05613,
0.257,0.1111,4.85155,0.0607672,0,0.346422,4.05615,
0.258,0.110917,4.85099,0.0613472,0,0.34444,4.05618,
0.259,0.110734,4.85043,0.0619306,0,0.342457,4.0562,
0.26,0.110551,4.84987,0.0625174,0,0.340472,4.05623,
0.261,0.110367,4.84931,0.0631075,0,0.338487,4.05626,
0.262,0.110183,4.84874,0.063701,0,0.3365,4.05628,
0.263,0.109998,4.84818,0.0642978,0,0.334513,4.05631,
0.264,0.109814,4.84761,0.0648981,0,0.332524,4.05633,
0.265,0.109629,4.84704,0.0655017,0,0.330535,4.05636,
0.266,0.109444,4.84646,0.0661087,0,0.328545,4.05639,
0.267,0.109258,4.84589,0.0667191,0,0.326554,4.05641,
0.268,0.109072,4.84531,0.0673328,0,0.324562,4.05644,
0.269,0.108886,4.84473,0.06795,0,0.32257,4.05646,
0.27,0.1087,4.84414,0.0685705,0,0.320577,4.05649,
0.271,0.108513,4.84356,0.0691944,0,0.318583,4.05651,
0.272,0.108327,4.84297,0.0698216,0,0.316589,4.05654,
0.273,0.10814,4.84238,0.0704522,0,0.314595,4.05656,
0.274,0.107952,4.84179,0.0710862,0,0.3126,4.05658,
0.275,0.107765,4.84119,0.0717236,0,0.310605,4.05661,
0.276,0.107577,4.84059,0.0723644,0,0.30861,4.05663,
0.277,0.107389,4.83999,0.0730085,0,0.306614,4.05665,
0.278,0.1072,4.83939,0.0736559,0,0.304619,4.05668,
0.279,0.107012,4.83879,0.0743068,0,0.302623,4.0567,
0.28,0.106823,4.83818,0.074961,0,0.300627,4.05672,
0.281,0.106634,4.83757,0.0756185,0,0.298631,4.05674,
0.282,0.106445,4.83696,0.0762795,0,0.296635,4.05676,
0.283,0.106255,4.83635,0.0769437,0,0.29464,4.05678,
0.284,0.106066,4.83573,0.0776114,0,0.292644,4.0568,
0.285,0.105876,4.83512,0.0782823,0,0.290649,4.05682,
0.286,0.105686,4.8345,0.0789566,0,0.288654,4.05684,
0.287,0.105495,4.83387,0.0796343,0,0.28666,4.05686,
0.288,0.105305,4.83325,0.0803153,0,0.284665,4.05687,
0.289,0.105114,4.83262,0.0809996,0,0.282671,4.05689,
0.29,0.104923,4.83199,0.0816873,0,0.280678,4.05691,
0.291,0.104732,4.83136,0.0823782,0,0.278685,4.05692,
0.292,0.104541,4.83073,0.0830725,0,0.276693,4.05694,
0.293,0.104349,4.83009,0.0837701,0,0.274702,4.05695,
0.294,0.104157,4.82945,0.0844711,0,0.272711,4.05696,
0.295,0.103965,4.82881,0.0851753,0,0.270721,4.05697,
0.296,0.103773,4.82817,0.0858828,0,0.268731,4.05698,
0.297,0.103581,4.82752,0.0865937,0,0.266743,4.05699,
0.298,0.103389,4.82687,0.0873078,0,0.264755,4.057,
0.299,0.103196,4.82622,0.0880252,0,0.262768,4.05701,
0.3,0.103003,4.82557,0.0887459,0,0.260783,4.05702,
0.301,0.102811,4.82491,0.0894698,0,0.258798,4.05702,
0.302,0.102617,4.82426,0.090197,0,0.256814,4.05703,
0.303,0.102424,4.8236,0.0909275,0,0.254832,4.05703,
0.304,0.102231,4.82293,0.0916613,0,0.252851,4.05703,
0.305,0.102037,4.82227,0.0923982,0,0.25087,4.05703,
0.306,0.101844,4.8216,0.0931385,0,0.248892,4.05703,
0.307,0.10165,4.82093,0.0938819,0,0.246914,4.05703,
0.308,0.101456,4.82026,0.0946286,0,0.244938,4.05703,
0.309,0.101262,4.81959,0.0953785,0,0.242963,4.05702,
0.31,0.101067,4.81891,0.0961316,0,0.24099,4.05702,
0.311,0.100873,4.81823,0.0968879,0,0.239018,4.05701,
0.312,0.100679,4.81755,0.0976474,0,0.237048,4.057,
0.313,0.100484,4.81687,0.0984101,0,0.235079,4.05699,
0.314,0.100289,4.81618,0.099176,0,0.233112,4.05698,
0.315,0.100094,4.81549,0.0999451,0,0.231146,4.05697,
0.316,0.0998993,4.8148,0.100717,0,0.229182,4.05696,
0.317,0.0997042,4.81411,0.101493,0,0.22722,4.05694,
0.318,0.099509,4.81342,0.102271,0,0.22526,4.05692,
0.319,0.0993137,4.81272,0.103053,0,0.223302,4.0569,
0.32,0.0991183,4.81202,0.103838,0,0.221345,4.05688,
0.321,0.0989227,4.81132,0.104625,0,0.219391,4.05686,
0.322,0.0987271,4.81061,0.105416,0,0.217438,4.05683,
0.323,0.0985314,4.8099,0.106211,0,0.215487,4.05681,
0.324,0.0983356,4.80919,0.107008,0,0.213538,4.05678,
0.325,0.0981397,4.80848,0.107808,0,0.211592,4.05675,
0.326,0.0979437,4.80777,0.108611,0,0.209647,4.05672,
0.327,0.0977476,4.80705,0.109418,0,0.207705,4.05668,
0.328,0.0975514,4.80633,0.110227,0,0.205765,4.05664,
0.329,0.0973552,4.80561,0.11104,0,0.203827,4.05661,
0.33,0.0971588,4.80489,0.111855,0,0.201891,4.05657,
0.331,0.0969624,4.80416,0.112674,0,0.199958,4.05652,
0.332,0.096766,4.80343,0.113496,0,0.198026,4.05648,
0.333,0.0965694,4.8027,0.11432,0,0.196098,4.05643,
0.334,0.0963728,4.80197,0.115148,0,0.194171,4.05638,
0.335,0.0961762,4.80123,0.115978,0,0.192247,4.05633,
0.336,0.0959795,4.80049,0.116812,0,0.190326,4.05628,
0.337,0.0957827,4.79975,0.117648,0,0.188407,4.05622,
0.338,0.0955858,4.79901,0.118488,0,0.18649,4.05616,
0.339,0.0953889,4.79827,0.11933,0,0.184576,4.0561,
0.34,0.095192,4.79752,0.120175,0,0.182665,4.05603,
0.341,0.094995,4.79677,0.121023,0,0.180756,4.05597,
0.342,0.094798,4.79602,0.121874,0,0.17885,4.0559,
0.343,0.0946009,4.79526,0.122728,0,0.176947,4.05583,
0.344,0.0944038,4.7945,0.123585,0,0.175046,4.05575,
0.345,0.0942067,4.79374,0.124445,0,0.173148,4.05568,
0.346,0.0940095,4.79298,0.125308,0,0.171253,4.0556,
0.347,0.0938123,4.79222,0.126173,0,0.16936,4.05551,
0.348,0.093615,4.79145,0.127041,0,0.167471,4.05543,
0.349,0.0934177,4.79068,0.127912,0,0.165584,4.05534,
0.35,0.0932204,4.78991,0.128786,0,0.1637,4.05525,
0.351,0.0930231,4.78914,0.129663,0,0.161819,4.05515,
0.352,0.0928258,4.78836,0.130542,0,0.159941,4.05506,
0.353,0.0926284,4.78758,0.131424,0,0.158066,4.05496,
0.354,0.0924311,4.7868,0.132309,0,0.156194,4.05485,
0.355,0.0922337,4.78601,0.133197,0,0.154325,4.05475,
0.356,0.0920363,4.78523,0.134087,0,0.152459,4.05464,
0.357,0.0918389,4.78444,0.134981,0,0.150596,4.05452,
0.358,0.0916415,4.78365,0.135876,0,0.148737,4.05441,
0.359,0.0914441,4.78286,0.136775,0,0.14688,4.05429,
0.36,0.0912467,4.78206,0.137676,0,0.145026,4.05417,
0.361,0.0910493,4.78126,0.13858,0,0.143176,4.05404,
0.362,0.0908519,4.78046,0.139487,0,0.141329,4.05391,
0.363,0.0906545,4.77966,0.140396,0,0.139484,4.05378,
0.364,0.0904571,4.77885,0.141308,0,0.137644,4.05364,
0.365,0.0902597,4.77804,0.142222,0,0.135806,4.0535,
0.366,0.0900624,4.77723,0.143139,0,0.133972,4.05336,
0.367,0.089865,4.77642,0.144059,0,0.13214,4.05321,
0.368,0.0896677,4.7756,0.144981,0,0.130313,4.05306,
0.369,0.0894704,4.77479,0.145906,0,0.128488,4.05291,
0.37,0.0892731,4.77397,0.146833,0,0.126667,4.05275,
0.371,0.0890758,4.77314,0.147763,0,0.124849,4.05259,
0.372,0.0888786,4.77232,0.148695,0,0.123035,4.05242,
0.373,0.0886814,4.77149,0.14963,0,0.121224,4.05225,
0.374,0.0884842,4.77066,0.150568,0,0.119416,4.05208,
0.375,0.0882871,4.76983,0.151507,0,0.117612,4.0519,
0.376,0.08809,4.76899,0.15245,0,0.115811,4.05172,
0.377,0.0878929,4.76816,0.153395,0,0.114013,4.05153,
0.378,0.0876959,4.76732,0.154342,0,0.112219,4.05134,
0.379,0.0874989,4.76647,0.155292,0,0.110429,4.05115,
0.38,0.0873019,4.76563,0.156244,0,0.108642,4.05095,
0.381,0.087105,4.76478,0.157198,0,0.106858,4.05075,
0.382,0.0869082,4.76393,0.158155,0,0.105078,4.05054,
0.383,0.0867113,4.76308,0.159115,0,0.103302,4.05033,
0.384,0.0865146,4.76223,0.160076,0,0.101529,4.05011,
0.385,0.0863179,4.76137,0.16104,0,0.0997595,4.0499,
0.386,0.0861212,4.76051,0.162007,0,0.0979937,4.04967,
0.387,0.0859246,4.75965,0.162975,0,0.0962314,4.04944,
0.388,0.0857281,4.75879,0.163946,0,0.0944727,4.04921,
0.389,0.0855316,4.75792,0.16492,0,0.0927176,4.04897,
0.39,0.0853352,4.75705,0.165895,0,0.0909661,4.04873,
0.391,0.0851388,4.75618,0.166873,0,0.0892182,4.04848,
0.392,0.0849425,4.7553,0.167854,0,0.0874738,4.04823,
0.393,0.0847463,4.75443,0.168836,0,0.0857331,4.04798,
0.394,0.0845502,4.75355,0.169821,0,0.0839961,4.04772,
0.395,0.0843541,4.75267,0.170808,0,0.0822626,4.04745,
0.396,0.0841581,4.75178,0.171797,0,0.0805328,4.04718,
0.397,0.0839622,4.7509,0.172788,0,0.0788067,4.0469,
0.398,0.0837663,4.75001,0.173782,0,0.0770842,4.04662,
0.399,0.0835705,4.74912,0.174777,0,0.0753653,4.04634,
0.4,0.0833748,4.74822,0.175775,0,0.0736501,4.04605,
0.401,0.0831792,4.74733,0.176775,0,0.0719386,4.04575,
0.402,0.0829837,4.74643,0.177777,0,0.0702307,4.04545,
0.403,0.0827882,4.74553,0.178782,0,0.0685266,4.04515,
0.404,0.0825929,4.74462,0.179788,0,0.066826,4.04484,
0.405,0.0823976,4.74372,0.180797,0,0.0651292,4.04452,
0.406,0.0822024,4.74281,0.181807,0,0.0634361,4.0442,
0.407,0.0820073,4.7419,0.18282,0,0.0617466,4.04388,
0.408,0.0818123,4.74098,0.183835,0,0.0600608,4.04355,
0.409,0.0816174,4.74007,0.184852,0,0.0583787,4.04321,
0.41,0.0814226,4.73915,0.185871,0,0.0567003,4.04287,
0.411,0.0812279,4.73823,0.186892,0,0.0550255,4.04252,
0.412,0.0810333,4.73731,0.187915,0,0.0533545,4.04217,
0.413,0.0808388,4.73638,0.18894,0,0.0516872,4.04181,
0.414,0.0806444,4.73545,0.189967,0,0.0500235,4.04144,
0.415,0.0804501,4.73452,0.190996,0,0.0483635,4.04107,
0.416,0.080256,4.73359,0.192027,0,0.0467072,4.0407,
0.417,0.0800619,4.73265,0.19306,0,0.0450546,4.04032,
0.418,0.0798679,4.73171,0.194094,0,0.0434057,4.03993,
0.419,0.079674,4.73077,0.195131,0,0.0417604,4.03954,
0.42,0.0794803,4.72983,0.19617,0,0.0401188,4.03914,
0.421,0.0792867,4.72889,0.197211,0,0.0384809,4.03874,
