time,actualComX,actualComY,springLegDelta,Phase,footInBaseX,footInBaseY
0.036,0.136922,4.92031,0.000563144,0,0.643086,4.06091,
0.037,0.136886,4.92023,0.000611024,0,0.642661,4.06089,
0.038,0.136851,4.92015,0.000660694,0,0.642237,4.06087,
0.039,0.136815,4.92008,0.000712157,0,0.641813,4.06085,
0.04,0.13678,4.91999,0.000765412,0,0.641389,4.06082,
0.041,0.136744,4.91991,0.000820462,0,0.640966,4.0608,
0.042,0.136709,4.91982,0.000877307,0,0.640543,4.06077,
0.043,0.136674,4.91974,0.000935948,0,0.64012,4.06074,
0.044,0.136638,4.91965,0.000996386,0,0.639698,4.06071,
0.045,0.136603,4.91956,0.00105862,0,0.639277,4.06067,
0.046,0.136568,4.91946,0.00112266,0,0.638855,4.06064,
0.047,0.136533,4.91937,0.0011885,0,0.638434,4.0606,
0.048,0.136497,4.91927,0.00125613,0,0.638014,4.06056,
0.049,0.136462,4.91917,0.00132557,0,0.637593,4.06052,
0.05,0.136427,4.91907,0.00139682,0,0.637173,4.06048,
0.051,0.136392,4.91896,0.00146987,0,0.636754,4.06043,
0.052,0.136357,4.91886,0.00154472,0,0.636335,4.06038,
0.053,0.136322,4.91875,0.00162138,0,0.635916,4.06033,
0.054,0.136287,4.91864,0.00169985,0,0.635498,4.06028,
0.055,0.136252,4.91853,0.00178013,0,0.63508,4.06023,
0.056,0.136217,4.91841,0.00186222,0,0.634662,4.06017,
0.057,0.136182,4.9183,0.00194612,0,0.634245,4.06011,
0.058,0.136147,4.91818,0.00203183,0,0.633828,4.06005,
0.059,0.136112,4.91806,0.00211935,0,0.633412,4.05999,
0.06,0.136077,4.91794,0.00220869,0,0.632996,4.05993,
0.061,0.136042,4.91781,0.00229984,0,0.63258,4.05986,
0.062,0.136007,4.91769,0.00239281,0,0.632164,4.0598,
0.063,0.135973,4.91756,0.0024876,0,0.631749,4.05973,
0.064,0.135938,4.91743,0.00258421,0,0.631335,4.05965,
0.065,0.135903,4.9173,0.00268263,0,0.630921,4.05958,
0.066,0.135868,4.91717,0.00278288,0,0.630507,4.05951,
0.067,0.135834,4.91703,0.00288495,0,0.630093,4.05943,
0.068,0.135799,4.91689,0.00298884,0,0.62968,4.05935,
0.069,0.135764,4.91675,0.00309455,0,0.629268,4.05927,
0.07,0.13573,4.91661,0.00320209,0,0.628855,4.05918,
0.071,0.135695,4.91647,0.00331145,0,0.628443,4.0591,
0.072,0.135661,4.91632,0.00342264,0,0.628032,4.05901,
0.073,0.135626,4.91617,0.00353566,0,0.62762,4.05892,
0.074,0.135592,4.91602,0.00365051,0,0.627209,4.05883,
0.075,0.135557,4.91587,0.00376719,0,0.626799,4.05874,
0.076,0.135523,4.91572,0.0038857,0,0.626389,4.05864,
0.077,0.135488,4.91556,0.00400604,0,0.625979,4.05854,
0.078,0.135454,4.9154,0.00412822,0,0.62557,4.05844,
0.079,0.13542,4.91524,0.00425223,0,0.625161,4.05834,
0.08,0.135385,4.91508,0.00437808,0,0.624752,4.05824,
0.081,0.135351,4.91492,0.00450576,0,0.624344,4.05813,
0.082,0.135317,4.91475,0.00463528,0,0.623936,4.05802,
0.083,0.135283,4.91458,0.00476664,0,0.623528,4.05791,
0.084,0.135248,4.91441,0.00489983,0,0.623121,4.0578,
0.085,0.135214,4.91424,0.00503487,0,0.622714,4.05769,
0.086,0.13518,4.91407,0.00517175,0,0.622308,4.05757,
0.087,0.135146,4.91389,0.00531048,0,0.621901,4.05746,
0.088,0.135112,4.91371,0.00545104,0,0.621496,4.05734,
0.089,0.135078,4.91353,0.00559346,0,0.62109,4.05722,
0.09,0.135044,4.91335,0.00573772,0,0.620685,4.05709,
0.091,0.13501,4.91317,0.00588382,0,0.620281,4.05697,
0.092,0.134976,4.91298,0.00603178,0,0.619876,4.05684,
0.093,0.134942,4.91279,0.00618158,0,0.619473,4.05671,
0.094,0.134908,4.91261,0.00633323,0,0.619069,4.05658,
0.095,0.134874,4.91241,0.00648674,0,0.618666,4.05644,
0.096,0.13484,4.91222,0.00664209,0,0.618263,4.05631,
0.097,0.134806,4.91202,0.00679931,0,0.617861,4.05617,
0.098,0.134772,4.91183,0.00695837,0,0.617458,4.05603,
0.099,0.134738,4.91163,0.00711929,0,0.617057,4.05589,
0.1,0.134705,4.91142,0.00728207,0,0.616655,4.05575,
0.101,0.134671,4.91122,0.0074467,0,0.616254,4.0556,
0.102,0.134637,4.91101,0.0076132,0,0.615854,4.05545,
0.103,0.134604,4.91081,0.00778155,0,0.615453,4.0553,
0.104,0.13457,4.9106,0.00795177,0,0.615053,4.05515,
0.105,0.134536,4.91038,0.00812385,0,0.614654,4.055,
0.106,0.134503,4.91017,0.00829779,0,0.614255,4.05484,
0.107,0.134469,4.90995,0.00847359,0,0.613856,4.05469,
0.108,0.134435,4.90974,0.00865126,0,0.613457,4.05453,
0.109,0.134402,4.90952,0.00883079,0,0.613059,4.05436,
0.11,0.134368,4.90929,0.0090122,0,0.612661,4.0542,
0.111,0.134335,4.90907,0.00919547,0,0.612264,4.05404,
0.112,0.134301,4.90884,0.00938061,0,0.611867,4.05387,
0.113,0.134268,4.90862,0.00956762,0,0.61147,4.0537,
0.114,0.134235,4.90839,0.0097565,0,0.611074,4.05353,
0.115,0.134201,4.90815,0.00994726,0,0.610678,4.05335,
0.116,0.134168,4.90792,0.0101399,0,0.610282,4.05318,
0.117,0.134134,4.90768,0.0103344,0,0.609887,4.053,
0.118,0.134101,4.90744,0.0105308,0,0.609492,4.05282,
0.119,0.134068,4.9072,0.010729,0,0.609097,4.05264,
0.12,0.134035,4.90696,0.0109292,0,0.608703,4.05246,
0.121,0.134001,4.90672,0.0111312,0,0.608309,4.05227,
0.122,0.133968,4.90647,0.0113351,0,0.607916,4.05208,
0.123,0.133935,4.90622,0.0115408,0,0.607522,4.05189,
0.124,0.133902,4.90597,0.0117485,0,0.60713,4.0517,
0.125,0.133869,4.90572,0.011958,0,0.606737,4.05151,
0.126,0.133836,4.90547,0.0121694,0,0.606345,4.05131,
0.127,0.133803,4.90521,0.0123827,0,0.605953,4.05111,
0.128,0.13377,4.90495,0.0125979,0,0.605562,4.05091,
0.129,0.133737,4.90469,0.012815,0,0.605171,4.05071,
0.13,0.133704,4.90443,0.013034,0,0.60478,4.05051,
0.131,0.133671,4.90417,0.0132548,0,0.60439,4.0503,
0.132,0.133638,4.9039,0.0134776,0,0.604,4.0501,
0.133,0.133605,4.90363,0.0137022,0,0.60361,4.04989,
0.134,0.133572,4.90336,0.0139288,0,0.603221,4.04967,
0.135,0.133539,4.90309,0.0141572,0,0.602832,4.04946,
0.136,0.133506,4.90282,0.0143875,0,0.602443,4.04925,
0.137,0.133473,4.90254,0.0146197,0,0.602055,4.04903,
0.138,0.133441,4.90226,0.0148538,0,0.601667,4.04881,
0.139,0.133408,4.90198,0.0150898,0,0.601279,4.04859,
0.14,0.133375,4.9017,0.0153277,0,0.600892,4.04836,
0.141,0.133342,4.90142,0.0155676,0,0.600505,4.04814,
0.142,0.13331,4.90113,0.0158093,0,0.600119,4.04791,
0.143,0.133277,4.90084,0.0160529,0,0.599732,4.04768,
0.144,0.133244,4.90055,0.0162984,0,0.599347,4.04745,
0.145,0.133212,4.90026,0.0165458,0,0.598961,4.04721,
0.146,0.133179,4.89997,0.0167951,0,0.598576,4.04698,
0.147,0.133147,4.89967,0.0170463,0,0.598191,4.04674,
0.148,0.133114,4.89937,0.0172995,0,0.597807,4.0465,
0.149,0.133082,4.89907,0.0175545,0,0.597422,4.04626,
0.15,0.133049,4.89877,0.0178115,0,0.597039,4.04602,
0.151,0.133017,4.89846,0.0180703,0,0.596655,4.04577,
0.152,0.132984,4.89816,0.0183311,0,0.596272,4.04552,
0.153,0.132952,4.89785,0.0185938,0,0.595889,4.04527,
0.154,0.132919,4.89754,0.0188584,0,0.595507,4.04502,
0.155,0.132887,4.89723,0.0191249,0,0.595125,4.04477,
0.156,0.132855,4.89691,0.0193933,0,0.594743,4.04451,
0.157,0.132823,4.8966,0.0196636,0,0.594362,4.04425,
0.158,0.13279,4.89628,0.0199359,0,0.593981,4.04399,
0.159,0.132758,4.89596,0.0202101,0,0.5936,4.04373,
0.16,0.132726,4.89564,0.0204861,0,0.59322,4.04347,
0.161,0.132694,4.89531,0.0207642,0,0.59284,4.0432,
0.162,0.132661,4.89499,0.0210441,0,0.59246,4.04293,
0.163,0.132629,4.89466,0.0213259,0,0.592081,4.04266,
0.164,0.132597,4.89433,0.0216097,0,0.591702,4.04239,
0.165,0.132565,4.894,0.0218954,0,0.591323,4.04212,
0.166,0.132533,4.89366,0.0221831,0,0.590945,4.04184,
0.167,0.132501,4.89332,0.0224726,0,0.590567,4.04156,
0.168,0.132469,4.89299,0.0227641,0,0.590189,4.04128,
0.169,0.132437,4.89265,0.0230575,0,0.589812,4.041,
0.17,0.132405,4.8923,0.0233528,0,0.589435,4.04072,
0.171,0.132373,4.89196,0.0236501,0,0.589058,4.04043,
0.172,0.132341,4.89161,0.0239493,0,0.588682,4.04014,
0.173,0.132309,4.89127,0.0242504,0,0.588306,4.03985,
0.174,0.132277,4.89091,0.0245535,0,0.58793,4.03956,
0.175,0.132245,4.89056,0.0248585,0,0.587555,4.03927,
0.176,0.132214,4.89021,0.0251654,0,0.58718,4.03897,
0.177,0.132182,4.88985,0.0254743,0,0.586805,4.03867,
0.178,0.13215,4.88949,0.0257851,0,0.586431,4.03837,
0.179,0.132118,4.88913,0.0260978,0,0.586057,4.03807,
0.18,0.132086,4.88877,0.0264125,0,0.585683,4.03777,
0.181,0.132055,4.88841,0.0267291,0,0.58531,4.03746,
0.182,0.132023,4.88804,0.0270477,0,0.584937,4.03715,
0.183,0.131991,4.88767,0.0273682,0,0.584564,4.03684,
0.184,0.13196,4.8873,0.0276906,0,0.584192,4.03653,
0.185,0.131928,4.88693,0.028015,0,0.58382,4.03622,
0.186,0.131897,4.88655,0.0283413,0,0.583448,4.0359,
0.187,0.131865,4.88618,0.0286696,0,0.583077,4.03558,
0.188,0.131834,4.8858,0.0289998,0,0.582706,4.03526,
0.189,0.131802,4.88542,0.029332,0,0.582335,4.03494,
0.19,0.131771,4.88504,0.0296661,0,0.581965,4.03462,
0.191,0.131739,4.88465,0.0300022,0,0.581595,4.03429,
0.192,0.131708,4.88427,0.0303402,0,0.581225,4.03396,
0.193,0.131676,4.88388,0.0306802,0,0.580856,4.03363,
0.194,0.131645,4.88349,0.0310221,0,0.580487,4.0333,
0.195,0.131614,4.8831,0.031366,0,0.580118,4.03297,
0.196,0.131582,4.8827,0.0317118,0,0.57975,4.03263,
0.197,0.131551,4.8823,0.0320596,0,0.579382,4.03229,
0.198,0.13152,4.88191,0.0324093,0,0.579014,4.03195,
0.199,0.131488,4.88151,0.032761,0,0.578647,4.03161,
0.2,0.131457,4.8811,0.0331147,0,0.57828,4.03127,
0.201,0.131426,4.8807,0.0334703,0,0.577913,4.03092,
0.202,0.131395,4.88029,0.0338279,0,0.577547,4.03057,
0.203,0.131364,4.87988,0.0341874,0,0.577181,4.03022,
0.204,0.131332,4.87947,0.0345489,0,0.576815,4.02987,
0.205,0.131301,4.87906,0.0349124,0,0.57645,4.02951,
0.206,0.13127,4.87865,0.0352778,0,0.576084,4.02916,
0.207,0.131239,4.87823,0.0356452,0,0.57572,4.0288,
0.208,0.131208,4.87781,0.0360146,0,0.575355,4.02844,
0.209,0.131177,4.87739,0.0363859,0,0.574991,4.02808,
0.21,0.131146,4.87697,0.0367592,0,0.574627,4.02771,
0.211,0.131115,4.87654,0.0371344,0,0.574264,4.02734,
0.212,0.131084,4.87612,0.0375116,0,0.573901,4.02698,
0.213,0.131053,4.87569,0.0378908,0,0.573538,4.02661,
0.214,0.131022,4.87526,0.038272,0,0.573175,4.02623,
0.215,0.130991,4.87483,0.0386551,0,0.572813,4.02586,
0.216,0.13096,4.87439,0.0390402,0,0.572451,4.02548,
0.217,0.13093,4.87396,0.0394273,0,0.57209,4.0251,
0.218,0.130899,4.87352,0.0398164,0,0.571729,4.02472,
0.219,0.130868,4.87308,0.0402074,0,0.571368,4.02434,
0.22,0.130837,4.87263,0.0406004,0,0.571007,4.02396,
0.221,0.130807,4.87219,0.0409954,0,0.570647,4.02357,
0.222,0.130776,4.87174,0.0413924,0,0.570287,4.02318,
0.223,0.130745,4.87129,0.0417913,0,0.569927,4.02279,
0.224,0.130714,4.87084,0.0421922,0,0.569568,4.0224,
0.225,0.130684,4.87039,0.0425951,0,0.569209,4.022,
0.226,0.130653,4.86994,0.043,0,0.56885,4.02161,
0.227,0.130623,4.86948,0.0434069,0,0.568492,4.02121,
0.228,0.130592,4.86902,0.0438157,0,0.568134,4.02081,
0.229,0.130562,4.86856,0.0442266,0,0.567776,4.0204,
0.23,0.130531,4.8681,0.0446394,0,0.567419,4.02,
0.231,0.1305,4.86763,0.0450542,0,0.567062,4.01959,
0.232,0.13047,4.86717,0.045471,0,0.566705,4.01918,
0.233,0.13044,4.8667,0.0458898,0,0.566349,4.01877,
0.234,0.130409,4.86623,0.0463106,0,0.565992,4.01836,
0.235,0.130379,4.86576,0.0467333,0,0.565637,4.01794,
0.236,0.130348,4.86528,0.0471581,0,0.565281,4.01753,
0.237,0.130318,4.8648,0.0475848,0,0.564926,4.01711,
0.238,0.130288,4.86433,0.0480135,0,0.564571,4.01669,
0.239,0.130257,4.86385,0.0484443,0,0.564217,4.01626,
0.24,0.130227,4.86336,0.048877,0,0.563862,4.01584,
0.241,0.130197,4.86288,0.0493117,0,0.563508,4.01541,
0.242,0.130166,4.86239,0.0497484,0,0.563155,4.01498,
0.243,0.130136,4.8619,0.0501871,0,0.562801,4.01455,
0.244,0.130106,4.86141,0.0506278,0,0.562448,4.01412,
0.245,0.130076,4.86092,0.0510705,0,0.562096,4.01368,
0.246,0.130046,4.86043,0.0515152,0,0.561743,4.01325,
0.247,0.130016,4.85993,0.0519619,0,0.561391,4.01281,
0.248,0.129985,4.85943,0.0524106,0,0.56104,4.01237,
0.249,0.129955,4.85893,0.0528613,0,0.560688,4.01192,
0.25,0.129925,4.85843,0.053314,0,0.560337,4.01148,
0.251,0.129895,4.85792,0.0537687,0,0.559986,4.01103,
0.252,0.129865,4.85742,0.0542254,0,0.559636,4.01058,
0.253,0.129835,4.85691,0.0546842,0,0.559286,4.01013,
0.254,0.129805,4.8564,0.0551449,0,0.558936,4.00968,
0.255,0.129775,4.85588,0.0556076,0,0.558586,4.00922,
0.256,0.129745,4.85537,0.0560723,0,0.558237,4.00876,
0.257,0.129715,4.85485,0.0565391,0,0.557888,4.00831,
0.258,0.129686,4.85433,0.0570078,0,0.557539,4.00784,
0.259,0.129656,4.85381,0.0574786,0,0.557191,4.00738,
0.26,0.129626,4.85329,0.0579514,0,0.556843,4.00692,
0.261,0.129596,4.85277,0.0584261,0,0.556495,4.00645,
0.262,0.129566,4.85224,0.0589029,0,0.556148,4.00598,
0.263,0.129537,4.85171,0.0593817,0,0.555801,4.00551,
0.264,0.129507,4.85118,0.0598626,0,0.555454,4.00503,
0.265,0.129477,4.85065,0.0603454,0,0.555107,4.00456,
0.266,0.129447,4.85011,0.0608303,0,0.554761,4.00408,
0.267,0.129418,4.84957,0.0613171,0,0.554415,4.0036,
0.268,0.129388,4.84904,0.061806,0,0.55407,4.00312,
0.269,0.129358,4.8485,0.0622969,0,0.553724,4.00264,
0.27,0.129329,4.84795,0.0627898,0,0.553379,4.00215,
0.271,0.129299,4.84741,0.0632848,0,0.553035,4.00166,
0.272,0.12927,4.84686,0.0637817,0,0.55269,4.00117,
0.273,0.12924,4.84631,0.0642807,0,0.552346,4.00068,
0.274,0.129211,4.84576,0.0647817,0,0.552002,4.00019,
0.275,0.129181,4.84521,0.0652847,0,0.551659,3.99969,
0.276,0.129152,4.84465,0.0657897,0,0.551316,3.99919,
0.277,0.129122,4.8441,0.0662968,0,0.550973,3.99869,
0.278,0.129093,4.84354,0.0668059,0,0.55063,3.99819,
0.279,0.129063,4.84298,0.067317,0,0.550288,3.99769,
0.28,0.129034,4.84242,0.0678302,0,0.549946,3.99718,
0.281,0.129005,4.84185,0.0683453,0,0.549605,3.99667,
0.282,0.128975,4.84128,0.0688625,0,0.549263,3.99616,
0.283,0.128946,4.84071,0.0693817,0,0.548922,3.99565,
0.284,0.128917,4.84014,0.069903,0,0.548581,3.99514,
0.285,0.128887,4.83957,0.0704263,0,0.548241,3.99462,
0.286,0.128858,4.839,0.0709516,0,0.547901,3.99411,
0.287,0.128829,4.83842,0.0714789,0,0.547561,3.99359,
0.288,0.1288,4.83784,0.0720083,0,0.547221,3.99306,
0.289,0.12877,4.83726,0.0725397,0,0.546882,3.99254,
0.29,0.128741,4.83668,0.0730732,0,0.546543,3.99201,
0.291,0.128712,4.83609,0.0736086,0,0.546204,3.99148,
0.292,0.128683,4.83551,0.0741461,0,0.545866,3.99095,
0.293,0.128654,4.83492,0.0746857,0,0.545528,3.99042,
0.294,0.128625,4.83433,0.0752273,0,0.54519,3.98989,
0.295,0.128596,4.83373,0.0757709,0,0.544853,3.98935,
0.296,0.128567,4.83314,0.0763165,0,0.544516,3.98881,
0.297,0.128538,4.83254,0.0768642,0,0.544179,3.98827,
0.298,0.128509,4.83194,0.0774139,0,0.543842,3.98773,
0.299,0.12848,4.83134,0.0779657,0,0.543506,3.98719,
0.3,0.128451,4.83074,0.0785195,0,0.54317,3.98664,
0.301,0.128422,4.83013,0.0790754,0,0.542834,3.98609,
0.302,0.128393,4.82953,0.0796333,0,0.542499,3.98554,
0.303,0.128364,4.82892,0.0801932,0,0.542164,3.98499,
0.304,0.128335,4.82831,0.0807552,0,0.541829,3.98444,
0.305,0.128306,4.82769,0.0813192,0,0.541494,3.98388,
0.306,0.128278,4.82708,0.0818853,0,0.54116,3.98332,
0.307,0.128249,4.82646,0.0824534,0,0.540826,3.98276,
0.308,0.12822,4.82584,0.0830235,0,0.540493,3.9822,
0.309,0.128191,4.82522,0.0835957,0,0.540159,3.98163,
0.31,0.128163,4.8246,0.08417,0,0.539826,3.98107,
0.311,0.128134,4.82398,0.0847463,0,0.539493,3.9805,
0.312,0.128105,4.82335,0.0853246,0,0.539161,3.97993,
0.313,0.128076,4.82272,0.085905,0,0.538829,3.97935,
0.314,0.128048,4.82209,0.0864874,0,0.538497,3.97878,
0.315,0.128019,4.82146,0.0870719,0,0.538165,3.9782,
0.316,0.127991,4.82082,0.0876585,0,0.537834,3.97762,
0.317,0.127962,4.82018,0.0882471,0,0.537503,3.97704,
0.318,0.127933,4.81954,0.0888377,0,0.537172,3.97646,
0.319,0.127905,4.8189,0.0894304,0,0.536842,3.97588,
0.32,0.127876,4.81826,0.0900252,0,0.536512,3.97529,
0.321,0.127848,4.81762,0.090622,0,0.536182,3.9747,
0.322,0.127819,4.81697,0.0912208,0,0.535852,3.97411,
0.323,0.127791,4.81632,0.0918217,0,0.535523,3.97352,
0.324,0.127763,4.81567,0.0924247,0,0.535194,3.97292,
0.325,0.127734,4.81502,0.0930297,0,0.534865,3.97232,
0.326,0.127706,4.81436,0.0936368,0,0.534537,3.97173,
0.327,0.127677,4.8137,0.094246,0,0.534208,3.97112,
0.328,0.127649,4.81305,0.0948572,0,0.533881,3.97052,
0.329,0.127621,4.81238,0.0954704,0,0.533553,3.96992,
0.33,0.127592,4.81172,0.0960857,0,0.533226,3.96931,
0.331,0.127564,4.81106,0.0967031,0,0.532899,3.9687,
0.332,0.127536,4.81039,0.0973225,0,0.532572,3.96809,
0.333,0.127508,4.80972,0.097944,0,0.532246,3.96748,
0.334,0.127479,4.80905,0.0985676,0,0.53192,3.96686,
0.335,0.127451,4.80838,0.0991932,0,0.531594,3.96624,
0.336,0.127423,4.8077,0.0998209,0,0.531268,3.96562,
0.337,0.127395,4.80702,0.100451,0,0.530943,3.965,
0.338,0.127367,4.80635,0.101082,0,0.530618,3.96438,
0.339,0.127339,4.80566,0.101716,0,0.530293,3.96375,
0.34,0.12731,4.80498,0.102352,0,0.529969,3.96313,
0.341,0.127282,4.8043,0.10299,0,0.529645,3.9625,
0.342,0.127254,4.80361,0.10363,0,0.529321,3.96187,
0.343,0.127226,4.80292,0.104273,0,0.528997,3.96123,
0.344,0.127198,4.80223,0.104917,0,0.528674,3.9606,
0.345,0.12717,4.80154,0.105563,0,0.528351,3.95996,
0.346,0.127142,4.80084,0.106211,0,0.528028,3.95932,
0.347,0.127114,4.80014,0.106862,0,0.527706,3.95868,
0.348,0.127086,4.79945,0.107514,0,0.527383,3.95803,
0.349,0.127059,4.79874,0.108169,0,0.527061,3.95739,
0.35,0.127031,4.79804,0.108825,0,0.52674,3.95674,
0.351,0.127003,4.79734,0.109484,0,0.526418,3.95609,
0.352,0.126975,4.79663,0.110145,0,0.526097,3.95544,
0.353,0.126947,4.79592,0.110808,0,0.525777,3.95479,
0.354,0.126919,4.79521,0.111473,0,0.525456,3.95413,
0.355,0.126892,4.7945,0.11214,0,0.525136,3.95347,
0.356,0.126864,4.79378,0.112809,0,0.524816,3.95281,
0.357,0.126836,4.79306,0.11348,0,0.524496,3.95215,
0.358,0.126808,4.79234,0.114153,0,0.524177,3.95149,
0.359,0.126781,4.79162,0.114828,0,0.523858,3.95082,
0.36,0.126753,4.7909,0.115506,0,0.523539,3.95015,
0.361,0.126725,4.79017,0.116185,0,0.52322,3.94948,
0.362,0.126698,4.78945,0.116867,0,0.522902,3.94881,
0.363,0.12667,4.78872,0.11755,0,0.522584,3.94814,
0.364,0.126642,4.78799,0.118236,0,0.522266,3.94746,
0.365,0.126615,4.78725,0.118924,0,0.521949,3.94678,
0.366,0.126587,4.78652,0.119613,0,0.521632,3.9461,
0.367,0.12656,4.78578,0.120305,0,0.521315,3.94542,
0.368,0.126532,4.78504,0.120999,0,0.520998,3.94474,
0.369,0.126505,4.7843,0.121695,0,0.520682,3.94405,
0.37,0.126477,4.78356,0.122394,0,0.520366,3.94336,
0.371,0.12645,4.78281,0.123094,0,0.52005,3.94267,
0.372,0.126422,4.78207,0.123796,0,0.519735,3.94198,
0.373,0.126395,4.78132,0.1245,0,0.519419,3.94128,
0.374,0.126368,4.78057,0.125207,0,0.519104,3.94059,
0.375,0.12634,4.77981,0.125916,0,0.51879,3.93989,
0.376,0.126313,4.77906,0.126626,0,0.518475,3.93919,
0.377,0.126285,4.7783,0.127339,0,0.518161,3.93849,
0.378,0.126258,4.77754,0.128054,0,0.517847,3.93778,
0.379,0.126231,4.77678,0.128771,0,0.517534,3.93708,
0.38,0.126204,4.77602,0.12949,0,0.51722,3.93637,
0.381,0.126176,4.77525,0.130211,0,0.516907,3.93566,
0.382,0.126149,4.77448,0.130934,0,0.516594,3.93494,
0.383,0.126122,4.77372,0.131659,0,0.516282,3.93423,
0.384,0.126095,4.77294,0.132386,0,0.51597,3.93351,
0.385,0.126068,4.77217,0.133116,0,0.515658,3.93279,
0.386,0.12604,4.7714,0.133847,0,0.515346,3.93207,
0.387,0.126013,4.77062,0.134581,0,0.515034,3.93135,
0.388,0.125986,4.76984,0.135317,0,0.514723,3.93063,
0.389,0.125959,4.76906,0.136054,0,0.514412,3.9299,
0.39,0.125932,4.76828,0.136794,0,0.514102,3.92917,
0.391,0.125905,4.76749,0.137536,0,0.513791,3.92844,
0.392,0.125878,4.7667,0.13828,0,0.513481,3.92771,
0.393,0.125851,4.76591,0.139026,0,0.513171,3.92697,
0.394,0.125824,4.76512,0.139774,0,0.512862,3.92623,
0.395,0.125797,4.76433,0.140525,0,0.512553,3.92549,
0.396,0.12577,4.76353,0.141277,0,0.512243,3.92475,
0.397,0.125743,4.76274,0.142032,0,0.511935,3.92401,
0.398,0.125716,4.76194,0.142788,0,0.511626,3.92327,
0.399,0.125689,4.76114,0.143547,0,0.511318,3.92252,
0.4,0.125662,4.76033,0.144308,0,0.51101,3.92177,
0.401,0.125635,4.75953,0.145071,0,0.510702,3.92102,
0.402,0.125609,4.75872,0.145836,0,0.510395,3.92026,
0.403,0.125582,4.75791,0.146603,0,0.510088,3.91951,
0.404,0.125555,4.7571,0.147372,0,0.509781,3.91875,
0.405,0.125528,4.75629,0.148143,0,0.509474,3.91799,
0.406,0.125501,4.75547,0.148916,0,0.509168,3.91723,
0.407,0.125475,4.75465,0.149692,0,0.508862,3.91647,
0.408,0.125448,4.75383,0.150469,0,0.508556,3.9157,
0.409,0.125421,4.75301,0.151249,0,0.50825,3.91493,
0.41,0.125395,4.75219,0.152031,0,0.507945,3.91417,
0.411,0.125368,4.75136,0.152814,0,0.50764,3.91339,
0.412,0.125341,4.75054,0.1536,0,0.507335,3.91262,
0.413,0.125315,4.74971,0.154388,0,0.507031,3.91184,
0.414,0.125288,4.74888,0.155179,0,0.506726,3.91107,
0.415,0.125261,4.74804,0.155971,0,0.506422,3.91029,
0.416,0.125235,4.74721,0.156765,0,0.506119,3.90951,
0.417,0.125208,4.74637,0.157561,0,0.505815,3.90872,
0.418,0.125182,4.74553,0.15836,0,0.505512,3.90794,
0.419,0.125155,4.74469,0.159161,0,0.505209,3.90715,
0.42,0.125129,4.74385,0.159963,0,0.504906,3.90636,
0.421,0.125102,4.743,0.160768,0,0.504604,3.90557,
0.422,0.125076,4.74215,0.161575,0,0.504302,3.90477,
0.423,0.125049,4.7413,0.162384,0,0.504,3.90398,
0.424,0.125023,4.74045,0.163195,0,0.503698,3.90318,
