time,actualComX,actualComY,springLegDelta,Phase,footInBaseX,footInBaseY
0.032,0.0948424,2.90362,0.0138583,0,0.193042,2.11316,
0.033,0.0941061,2.90291,0.0148462,0,0.186469,2.11236,
0.034,0.0933917,2.9022,0.0158322,0,0.180133,2.11148,
0.035,0.0926982,2.9015,0.0168152,0,0.174022,2.11053,
0.036,0.0920247,2.9008,0.0177942,0,0.168124,2.10951,
0.037,0.0913705,2.9001,0.0187682,0,0.162427,2.10844,
0.038,0.0907349,2.89941,0.0197364,0,0.156922,2.10731,
0.039,0.090117,2.89872,0.020698,0,0.151598,2.10614,
0.04,0.0895164,2.89804,0.0216525,0,0.146448,2.10493,
0.041,0.0889323,2.89736,0.0225993,0,0.141463,2.10367,
0.042,0.0883642,2.89669,0.0235378,0,0.136635,2.10239,
0.043,0.0878115,2.89602,0.0244676,0,0.131957,2.10108,
0.044,0.0872739,2.89536,0.0253885,0,0.127424,2.09974,
0.045,0.0867507,2.89471,0.0263,0,0.123028,2.09838,
0.046,0.0862415,2.89406,0.0272019,0,0.118764,2.097,
0.047,0.085746,2.89341,0.028094,0,0.114626,2.09561,
0.048,0.0852636,2.89277,0.0289761,0,0.11061,2.09421,
0.049,0.0847941,2.89214,0.0298481,0,0.106711,2.09279,
0.05,0.0843371,2.89151,0.0307098,0,0.102924,2.09138,
0.051,0.0838921,2.89089,0.0315612,0,0.0992456,2.08995,
0.052,0.0834589,2.89028,0.0324022,0,0.0956715,2.08852,
0.053,0.0830373,2.88967,0.0332328,0,0.092198,2.0871,
0.054,0.0826267,2.88907,0.034053,0,0.0888218,2.08567,
0.055,0.0822271,2.88847,0.0348628,0,0.0855395,2.08425,
0.056,0.0818381,2.88788,0.0356623,0,0.082348,2.08283,
0.057,0.0814594,2.8873,0.0364514,0,0.0792445,2.08142,
0.058,0.0810908,2.88672,0.0372303,0,0.0762261,2.08001,
0.059,0.0807321,2.88615,0.037999,0,0.0732901,2.07861,
0.06,0.0803829,2.88559,0.0387577,0,0.0704342,2.07722,
0.061,0.0800432,2.88502,0.0395063,0,0.0676559,2.07584,
0.062,0.0797126,2.88447,0.0402451,0,0.0649529,2.07446,
0.063,0.0793909,2.88392,0.0409742,0,0.0623231,2.0731,
0.064,0.0790781,2.88338,0.0416936,0,0.0597643,2.07175,
0.065,0.0787737,2.88284,0.0424035,0,0.0572747,2.07042,
0.066,0.0784778,2.88231,0.0431041,0,0.0548523,2.06909,
0.067,0.07819,2.88178,0.0437954,0,0.0524952,2.06778,
0.068,0.0779102,2.88126,0.0444777,0,0.0502019,2.06648,
0.069,0.0776382,2.88074,0.045151,0,0.0479705,2.0652,
0.07,0.0773738,2.88022,0.0458156,0,0.0457995,2.06392,
0.071,0.077117,2.87972,0.0464716,0,0.0436873,2.06267,
0.072,0.0768675,2.87921,0.0471191,0,0.0416325,2.06142,
0.073,0.0766251,2.87871,0.0477584,0,0.0396335,2.06019,
0.074,0.0763897,2.87822,0.0483895,0,0.0376891,2.05898,
0.075,0.0761612,2.87773,0.0490126,0,0.0357978,2.05777,
0.076,0.0759394,2.87724,0.0496279,0,0.0339584,2.05659,
0.077,0.0757242,2.87676,0.0502356,0,0.0321697,2.05541,
0.078,0.0755155,2.87629,0.0508358,0,0.0304303,2.05425,
0.079,0.075313,2.87581,0.0514287,0,0.0287392,2.05311,
0.08,0.0751167,2.87534,0.0520144,0,0.0270952,2.05198,
0.081,0.0749264,2.87488,0.0525932,0,0.0254971,2.05086,
0.082,0.074742,2.87441,0.0531651,0,0.023944,2.04976,
0.083,0.0745635,2.87395,0.0537304,0,0.0224348,2.04867,
0.084,0.0743905,2.8735,0.0542891,0,0.0209685,2.04759,
0.085,0.0742232,2.87305,0.0548415,0,0.019544,2.04653,
0.086,0.0740612,2.8726,0.0553877,0,0.0181604,2.04548,
0.087,0.0739046,2.87215,0.0559279,0,0.0168169,2.04444,
0.088,0.0737532,2.87171,0.0564621,0,0.0155124,2.04342,
0.089,0.0736068,2.87127,0.0569907,0,0.0142462,2.04241,
0.09,0.0734655,2.87083,0.0575136,0,0.0130173,2.04141,
0.091,0.073329,2.8704,0.0580312,0,0.0118248,2.04042,
0.092,0.0731973,2.86996,0.0585434,0,0.0106681,2.03945,
0.093,0.0730703,2.86953,0.0590505,0,0.00954626,2.03848,
0.094,0.0729479,2.86911,0.0595526,0,0.00845853,2.03753,
0.095,0.0728299,2.86868,0.0600499,0,0.00740413,2.03659,
0.096,0.0727164,2.86826,0.0605424,0,0.00638235,2.03567,
0.097,0.0726071,2.86784,0.0610304,0,0.00539243,2.03475,
0.098,0.072502,2.86742,0.0615139,0,0.00443369,2.03384,
0.099,0.0724011,2.867,0.0619931,0,0.00350542,2.03294,
0.1,0.0723042,2.86659,0.0624681,0,0.00260695,2.03206,
0.101,0.0722112,2.86617,0.0629391,0,0.00173762,2.03118,
0.102,0.0721221,2.86576,0.0634062,0,0.000896787,2.03031,
0.103,0.0720368,2.86535,0.0638695,0,8.3808e-05,2.02946,
0.104,0.0719551,2.86494,0.0643291,0,-0.00070193,2.02861,
0.105,0.0718771,2.86454,0.0647851,0,-0.00146103,2.02777,
0.106,0.0718026,2.86413,0.0652377,0,-0.00219409,2.02694,
0.107,0.0717315,2.86373,0.065687,0,-0.00290168,2.02612,
0.108,0.0716639,2.86333,0.0661331,0,-0.00358437,2.02531,
0.109,0.0715995,2.86292,0.0665762,0,-0.00424271,2.02451,
0.11,0.0715384,2.86252,0.0670162,0,-0.00487725,2.02371,
0.111,0.0714805,2.86212,0.0674534,0,-0.00548852,2.02293,
0.112,0.0714257,2.86173,0.0678878,0,-0.00607703,2.02215,
0.113,0.0713739,2.86133,0.0683196,0,-0.0066433,2.02137,
0.114,0.0713251,2.86093,0.0687488,0,-0.00718781,2.02061,
0.115,0.0712791,2.86054,0.0691755,0,-0.00771107,2.01985,
0.116,0.071236,2.86014,0.0696,0,-0.00821354,2.0191,
0.117,0.0711957,2.85975,0.0700221,0,-0.0086957,2.01836,
0.118,0.0711581,2.85935,0.0704421,0,-0.00915799,2.01762,
0.119,0.0711232,2.85896,0.0708601,0,-0.00960088,2.01689,
0.12,0.0710908,2.85857,0.0712761,0,-0.0100248,2.01616,
0.121,0.071061,2.85817,0.0716901,0,-0.0104301,2.01545,
0.122,0.0710337,2.85778,0.0721024,0,-0.0108174,2.01473,
0.123,0.0710087,2.85739,0.072513,0,-0.0111869,2.01403,
0.124,0.0709862,2.857,0.072922,0,-0.0115391,2.01333,
0.125,0.070966,2.85661,0.0733294,0,-0.0118744,2.01263,
0.126,0.070948,2.85621,0.0737354,0,-0.0121932,2.01194,
0.127,0.0709322,2.85582,0.07414,0,-0.0124958,2.01125,
0.128,0.0709186,2.85543,0.0745433,0,-0.0127826,2.01057,
0.129,0.0709072,2.85504,0.0749454,0,-0.013054,2.0099,
0.13,0.0708978,2.85465,0.0753464,0,-0.0133103,2.00923,
0.131,0.0708904,2.85426,0.0757462,0,-0.0135519,2.00856,
0.132,0.0708849,2.85387,0.0761451,0,-0.0137792,2.0079,
0.133,0.0708814,2.85348,0.0765431,0,-0.0139924,2.00724,
0.134,0.0708798,2.85308,0.0769402,0,-0.0141919,2.00659,
0.135,0.07088,2.85269,0.0773364,0,-0.0143779,2.00594,
0.136,0.0708821,2.8523,0.077732,0,-0.0145509,2.00529,
0.137,0.0708858,2.85191,0.0781269,0,-0.0147112,2.00465,
0.138,0.0708913,2.85151,0.0785212,0,-0.0148589,2.00401,
0.139,0.0708985,2.85112,0.078915,0,-0.0149944,2.00338,
0.14,0.0709073,2.85073,0.0793083,0,-0.0151181,2.00275,
0.141,0.0709177,2.85033,0.0797012,0,-0.0152301,2.00212,
0.142,0.0709296,2.84994,0.0800938,0,-0.0153308,2.00149,
0.143,0.0709431,2.84954,0.080486,0,-0.0154205,2.00087,
0.144,0.070958,2.84915,0.0808781,0,-0.0154993,2.00025,
0.145,0.0709744,2.84875,0.0812699,0,-0.0155676,1.99964,
0.146,0.0709922,2.84835,0.0816616,0,-0.0156255,1.99902,
0.147,0.0710114,2.84796,0.0820532,0,-0.0156735,1.99841,
0.148,0.071032,2.84756,0.0824448,0,-0.0157116,1.9978,
0.149,0.0710538,2.84716,0.0828364,0,-0.0157402,1.9972,
0.15,0.0710769,2.84676,0.0832281,0,-0.0157594,1.99659,
0.151,0.0711013,2.84636,0.0836199,0,-0.0157695,1.99599,
0.152,0.0711269,2.84596,0.0840119,0,-0.0157708,1.99539,
0.153,0.0711537,2.84555,0.084404,0,-0.0157633,1.9948,
0.154,0.0711817,2.84515,0.0847965,0,-0.0157475,1.9942,
0.155,0.0712108,2.84475,0.0851892,0,-0.0157233,1.99361,
0.156,0.071241,2.84434,0.0855823,0,-0.0156912,1.99302,
0.157,0.0712723,2.84394,0.0859758,0,-0.0156512,1.99243,
0.158,0.0713046,2.84353,0.0863697,0,-0.0156035,1.99184,
0.159,0.071338,2.84312,0.0867641,0,-0.0155485,1.99125,
0.16,0.0713724,2.84271,0.087159,0,-0.0154861,1.99067,
0.161,0.0714077,2.8423,0.0875545,0,-0.0154167,1.99008,
0.162,0.071444,2.84189,0.0879505,0,-0.0153403,1.9895,
0.163,0.0714812,2.84148,0.0883472,0,-0.0152573,1.98892,
0.164,0.0715193,2.84106,0.0887445,0,-0.0151677,1.98834,
0.165,0.0715583,2.84065,0.0891425,0,-0.0150717,1.98776,
0.166,0.0715981,2.84023,0.0895412,0,-0.0149695,1.98718,
0.167,0.0716388,2.83982,0.0899407,0,-0.0148612,1.98661,
0.168,0.0716803,2.8394,0.090341,0,-0.014747,1.98603,
0.169,0.0717226,2.83898,0.0907422,0,-0.0146271,1.98546,
0.17,0.0717657,2.83856,0.0911441,0,-0.0145016,1.98488,
0.171,0.0718095,2.83814,0.091547,0,-0.0143706,1.98431,
0.172,0.071854,2.83771,0.0919508,0,-0.0142344,1.98374,
0.173,0.0718993,2.83729,0.0923556,0,-0.014093,1.98317,
0.174,0.0719452,2.83686,0.0927613,0,-0.0139465,1.98259,
0.175,0.0719918,2.83644,0.093168,0,-0.0137952,1.98202,
0.176,0.0720391,2.83601,0.0935758,0,-0.0136391,1.98145,
0.177,0.072087,2.83558,0.0939847,0,-0.0134783,1.98088,
0.178,0.0721356,2.83515,0.0943946,0,-0.0133131,1.98031,
0.179,0.0721847,2.83471,0.0948056,0,-0.0131435,1.97975,
0.18,0.0722344,2.83428,0.0952178,0,-0.0129697,1.97918,
0.181,0.0722847,2.83385,0.0956312,0,-0.0127917,1.97861,
0.182,0.0723356,2.83341,0.0960457,0,-0.0126096,1.97804,
0.183,0.072387,2.83297,0.0964614,0,-0.0124237,1.97747,
0.184,0.0724389,2.83253,0.0968784,0,-0.012234,1.9769,
0.185,0.0724914,2.83209,0.0972967,0,-0.0120406,1.97633,
0.186,0.0725443,2.83165,0.0977162,0,-0.0118436,1.97577,
0.187,0.0725977,2.8312,0.098137,0,-0.0116431,1.9752,
0.188,0.0726516,2.83076,0.0985591,0,-0.0114392,1.97463,
0.189,0.0727059,2.83031,0.0989826,0,-0.0112321,1.97406,
0.19,0.0727607,2.82986,0.0994074,0,-0.0110217,1.97349,
0.191,0.0728159,2.82941,0.0998337,0,-0.0108083,1.97292,
0.192,0.0728715,2.82896,0.100261,0,-0.0105919,1.97236,
0.193,0.0729275,2.82851,0.10069,0,-0.0103726,1.97179,
0.194,0.072984,2.82805,0.101121,0,-0.0101504,1.97122,
0.195,0.0730408,2.82759,0.101553,0,-0.00992555,1.97065,
0.196,0.0730979,2.82714,0.101986,0,-0.00969803,1.97008,
0.197,0.0731554,2.82668,0.102421,0,-0.00946794,1.96951,
0.198,0.0732133,2.82621,0.102857,0,-0.00923536,1.96894,
0.199,0.0732715,2.82575,0.103295,0,-0.00900038,1.96836,
0.2,0.07333,2.82529,0.103735,0,-0.00876307,1.96779,
0.201,0.0733889,2.82482,0.104176,0,-0.00852351,1.96722,
0.202,0.073448,2.82435,0.104618,0,-0.00828176,1.96665,
0.203,0.0735075,2.82388,0.105063,0,-0.00803791,1.96607,
0.204,0.0735672,2.82341,0.105508,0,-0.00779202,1.9655,
0.205,0.0736272,2.82294,0.105956,0,-0.00754416,1.96492,
0.206,0.0736875,2.82246,0.106405,0,-0.0072944,1.96435,
0.207,0.073748,2.82199,0.106855,0,-0.0070428,1.96377,
0.208,0.0738087,2.82151,0.107307,0,-0.00678943,1.9632,
0.209,0.0738698,2.82103,0.107761,0,-0.00653435,1.96262,
0.21,0.073931,2.82055,0.108217,0,-0.00627762,1.96204,
0.211,0.0739925,2.82006,0.108674,0,-0.0060193,1.96146,
0.212,0.0740542,2.81958,0.109133,0,-0.00575946,1.96088,
0.213,0.0741161,2.81909,0.109594,0,-0.00549813,1.9603,
0.214,0.0741781,2.8186,0.110056,0,-0.00523539,1.95972,
0.215,0.0742404,2.81811,0.110521,0,-0.00497129,1.95913,
0.216,0.0743029,2.81762,0.110987,0,-0.00470588,1.95855,
0.217,0.0743656,2.81713,0.111454,0,-0.0044392,1.95797,
0.218,0.0744284,2.81663,0.111924,0,-0.00417132,1.95738,
0.219,0.0744914,2.81613,0.112395,0,-0.00390228,1.95679,
0.22,0.0745545,2.81563,0.112868,0,-0.00363214,1.95621,
0.221,0.0746178,2.81513,0.113343,0,-0.00336093,1.95562,
0.222,0.0746813,2.81463,0.113819,0,-0.0030887,1.95503,
0.223,0.0747448,2.81412,0.114297,0,-0.0028155,1.95444,
0.224,0.0748086,2.81362,0.114778,0,-0.00254137,1.95385,
0.225,0.0748724,2.81311,0.11526,0,-0.00226636,1.95325,
0.226,0.0749364,2.8126,0.115744,0,-0.00199051,1.95266,
0.227,0.0750005,2.81209,0.116229,0,-0.00171385,1.95206,
0.228,0.0750647,2.81157,0.116717,0,-0.00143644,1.95147,
0.229,0.075129,2.81106,0.117206,0,-0.0011583,1.95087,
0.23,0.0751934,2.81054,0.117698,0,-0.000879473,1.95027,
0.231,0.0752579,2.81002,0.118191,0,-0.000600001,1.94967,
0.232,0.0753224,2.8095,0.118686,0,-0.000319918,1.94907,
0.233,0.0753871,2.80897,0.119183,0,-3.92583e-05,1.94847,
0.234,0.0754519,2.80845,0.119682,0,0.000241943,1.94787,
0.235,0.0755167,2.80792,0.120182,0,0.000523651,1.94726,
0.236,0.0755816,2.80739,0.120685,0,0.000805834,1.94666,
0.237,0.0756466,2.80686,0.121189,0,0.00108846,1.94605,
0.238,0.0757116,2.80633,0.121696,0,0.0013715,1.94544,
0.239,0.0757767,2.8058,0.122204,0,0.00165492,1.94483,
0.24,0.0758419,2.80526,0.122715,0,0.00193869,1.94422,
0.241,0.0759071,2.80472,0.123227,0,0.00222278,1.94361,
0.242,0.0759723,2.80418,0.123741,0,0.00250716,1.94299,
0.243,0.0760376,2.80364,0.124257,0,0.00279181,1.94238,
0.244,0.076103,2.80309,0.124776,0,0.00307671,1.94176,
0.245,0.0761683,2.80255,0.125296,0,0.00336181,1.94114,
0.246,0.0762338,2.802,0.125818,0,0.0036471,1.94052,
0.247,0.0762992,2.80145,0.126342,0,0.00393255,1.9399,
0.248,0.0763647,2.8009,0.126868,0,0.00421814,1.93928,
0.249,0.0764301,2.80035,0.127396,0,0.00450385,1.93866,
0.25,0.0764957,2.79979,0.127926,0,0.00478964,1.93803,
0.251,0.0765612,2.79923,0.128458,0,0.00507551,1.93741,
0.252,0.0766267,2.79867,0.128992,0,0.00536141,1.93678,
0.253,0.0766923,2.79811,0.129528,0,0.00564735,1.93615,
0.254,0.0767578,2.79755,0.130066,0,0.00593329,1.93552,
0.255,0.0768234,2.79698,0.130605,0,0.00621921,1.93488,
0.256,0.076889,2.79642,0.131147,0,0.00650509,1.93425,
0.257,0.0769545,2.79585,0.131691,0,0.00679092,1.93361,
0.258,0.0770201,2.79528,0.132237,0,0.00707668,1.93298,
0.259,0.0770857,2.7947,0.132785,0,0.00736234,1.93234,
0.26,0.0771512,2.79413,0.133335,0,0.00764789,1.9317,
0.261,0.0772168,2.79355,0.133887,0,0.00793332,1.93106,
0.262,0.0772823,2.79297,0.134442,0,0.0082186,1.93041,
0.263,0.0773478,2.79239,0.134998,0,0.00850371,1.92977,
0.264,0.0774133,2.79181,0.135556,0,0.00878865,1.92912,
0.265,0.0774788,2.79122,0.136116,0,0.0090734,1.92848,
0.266,0.0775443,2.79064,0.136678,0,0.00935793,1.92783,
0.267,0.0776098,2.79005,0.137243,0,0.00964225,1.92718,
0.268,0.0776752,2.78946,0.137809,0,0.00992632,1.92652,
0.269,0.0777406,2.78886,0.138377,0,0.0102101,1.92587,
0.27,0.0778059,2.78827,0.138948,0,0.0104937,1.92521,
0.271,0.0778713,2.78767,0.13952,0,0.010777,1.92456,
0.272,0.0779366,2.78707,0.140095,0,0.01106,1.9239,
0.273,0.0780019,2.78647,0.140671,0,0.0113427,1.92324,
0.274,0.0780671,2.78587,0.14125,0,0.011625,1.92257,
0.275,0.0781323,2.78527,0.141831,0,0.0119071,1.92191,
0.276,0.0781975,2.78466,0.142413,0,0.0121888,1.92124,
0.277,0.0782626,2.78405,0.142998,0,0.0124701,1.92058,
0.278,0.0783277,2.78344,0.143585,0,0.0127511,1.91991,
0.279,0.0783927,2.78283,0.144174,0,0.0130317,1.91924,
0.28,0.0784578,2.78221,0.144765,0,0.013312,1.91857,
0.281,0.0785227,2.7816,0.145358,0,0.0135918,1.91789,
0.282,0.0785876,2.78098,0.145954,0,0.0138712,1.91722,
0.283,0.0786525,2.78036,0.146551,0,0.0141503,1.91654,
0.284,0.0787173,2.77974,0.14715,0,0.0144289,1.91586,
0.285,0.0787821,2.77911,0.147752,0,0.014707,1.91518,
0.286,0.0788468,2.77848,0.148355,0,0.0149848,1.9145,
0.287,0.0789114,2.77786,0.148961,0,0.0152621,1.91381,
0.288,0.0789761,2.77723,0.149568,0,0.0155389,1.91313,
0.289,0.0790406,2.77659,0.150178,0,0.0158153,1.91244,
0.29,0.0791051,2.77596,0.15079,0,0.0160912,1.91175,
0.291,0.0791696,2.77532,0.151404,0,0.0163666,1.91106,
0.292,0.0792339,2.77468,0.15202,0,0.0166415,1.91037,
0.293,0.0792983,2.77404,0.152638,0,0.016916,1.90967,
0.294,0.0793625,2.7734,0.153259,0,0.0171899,1.90898,
0.295,0.0794268,2.77276,0.153881,0,0.0174634,1.90828,
0.296,0.0794909,2.77211,0.154505,0,0.0177363,1.90758,
0.297,0.079555,2.77146,0.155132,0,0.0180087,1.90688,
0.298,0.079619,2.77081,0.155761,0,0.0182806,1.90617,
0.299,0.079683,2.77016,0.156391,0,0.018552,1.90547,
0.3,0.0797469,2.7695,0.157024,0,0.0188228,1.90476,
0.301,0.0798107,2.76885,0.157659,0,0.0190931,1.90405,
0.302,0.0798745,2.76819,0.158296,0,0.0193628,1.90334,
0.303,0.0799382,2.76753,0.158935,0,0.019632,1.90263,
0.304,0.0800018,2.76687,0.159576,0,0.0199006,1.90192,
0.305,0.0800654,2.7662,0.16022,0,0.0201687,1.9012,
0.306,0.0801289,2.76553,0.160865,0,0.0204362,1.90048,
0.307,0.0801923,2.76486,0.161513,0,0.0207032,1.89976,
0.308,0.0802557,2.76419,0.162162,0,0.0209696,1.89904,
0.309,0.080319,2.76352,0.162814,0,0.0212354,1.89832,
0.31,0.0803822,2.76285,0.163468,0,0.0215006,1.8976,
0.311,0.0804454,2.76217,0.164124,0,0.0217652,1.89687,
0.312,0.0805085,2.76149,0.164782,0,0.0220293,1.89614,
0.313,0.0805715,2.76081,0.165442,0,0.0222927,1.89541,
0.314,0.0806344,2.76013,0.166105,0,0.0225556,1.89468,
0.315,0.0806973,2.75944,0.166769,0,0.0228179,1.89395,
0.316,0.0807601,2.75876,0.167436,0,0.0230796,1.89321,
0.317,0.0808228,2.75807,0.168104,0,0.0233406,1.89247,
0.318,0.0808855,2.75738,0.168775,0,0.0236011,1.89173,
0.319,0.0809481,2.75668,0.169448,0,0.0238609,1.89099,
0.32,0.0810106,2.75599,0.170123,0,0.0241202,1.89025,
0.321,0.081073,2.75529,0.1708,0,0.0243788,1.88951,
0.322,0.0811354,2.75459,0.171479,0,0.0246368,1.88876,
0.323,0.0811976,2.75389,0.17216,0,0.0248942,1.88801,
0.324,0.0812598,2.75319,0.172844,0,0.025151,1.88726,
0.325,0.081322,2.75248,0.173529,0,0.0254072,1.88651,
0.326,0.081384,2.75178,0.174217,0,0.0256627,1.88576,
0.327,0.081446,2.75107,0.174907,0,0.0259176,1.885,
0.328,0.0815079,2.75036,0.175598,0,0.0261719,1.88424,
0.329,0.0815697,2.74964,0.176292,0,0.0264256,1.88348,
0.33,0.0816315,2.74893,0.176989,0,0.0266786,1.88272,
0.331,0.0816932,2.74821,0.177687,0,0.026931,1.88196,
0.332,0.0817548,2.74749,0.178387,0,0.0271828,1.88119,
0.333,0.0818163,2.74677,0.17909,0,0.0274339,1.88043,
0.334,0.0818777,2.74605,0.179794,0,0.0276844,1.87966,
0.335,0.0819391,2.74532,0.180501,0,0.0279343,1.87889,
0.336,0.0820004,2.74459,0.18121,0,0.0281835,1.87812,
0.337,0.0820616,2.74386,0.18192,0,0.0284321,1.87734,
0.338,0.0821227,2.74313,0.182633,0,0.0286801,1.87657,
0.339,0.0821838,2.7424,0.183349,0,0.0289274,1.87579,
0.34,0.0822448,2.74166,0.184066,0,0.0291741,1.87501,
0.341,0.0823057,2.74092,0.184785,0,0.0294201,1.87423,
0.342,0.0823665,2.74019,0.185507,0,0.0296655,1.87344,
0.343,0.0824272,2.73944,0.18623,0,0.0299103,1.87266,
0.344,0.0824879,2.7387,0.186956,0,0.0301544,1.87187,
0.345,0.0825485,2.73795,0.187684,0,0.0303978,1.87108,
0.346,0.082609,2.73721,0.188414,0,0.0306407,1.87029,
0.347,0.0826694,2.73646,0.189146,0,0.0308829,1.8695,
0.348,0.0827298,2.7357,0.18988,0,0.0311244,1.8687,
0.349,0.08279,2.73495,0.190616,0,0.0313653,1.86791,
0.35,0.0828502,2.73419,0.191354,0,0.0316056,1.86711,
0.351,0.0829104,2.73344,0.192095,0,0.0318452,1.86631,
0.352,0.0829704,2.73268,0.192838,0,0.0320842,1.86551,
0.353,0.0830304,2.73191,0.193582,0,0.0323225,1.8647,
0.354,0.0830902,2.73115,0.194329,0,0.0325602,1.8639,
0.355,0.0831501,2.73038,0.195078,0,0.0327973,1.86309,
0.356,0.0832098,2.72962,0.195829,0,0.0330337,1.86228,
0.357,0.0832694,2.72885,0.196582,0,0.0332694,1.86147,
0.358,0.083329,2.72807,0.197338,0,0.0335046,1.86066,
0.359,0.0833885,2.7273,0.198095,0,0.0337391,1.85984,
0.36,0.0834479,2.72652,0.198854,0,0.0339729,1.85902,
0.361,0.0835072,2.72575,0.199616,0,0.0342061,1.8582,
0.362,0.0835665,2.72497,0.20038,0,0.0344387,1.85738,
0.363,0.0836257,2.72418,0.201146,0,0.0346706,1.85656,
0.364,0.0836848,2.7234,0.201914,0,0.0349019,1.85574,
0.365,0.0837438,2.72261,0.202684,0,0.0351326,1.85491,
0.366,0.0838028,2.72182,0.203456,0,0.0353626,1.85408,
0.367,0.0838616,2.72103,0.20423,0,0.035592,1.85325,
0.368,0.0839204,2.72024,0.205007,0,0.0358208,1.85242,
0.369,0.0839791,2.71945,0.205785,0,0.0360489,1.85158,
0.37,0.0840378,2.71865,0.206566,0,0.0362764,1.85075,
0.371,0.0840963,2.71785,0.207348,0,0.0365032,1.84991,
0.372,0.0841548,2.71705,0.208133,0,0.0367295,1.84907,
0.373,0.0842132,2.71625,0.20892,0,0.036955,1.84823,
0.374,0.0842716,2.71544,0.209709,0,0.03718,1.84738,
0.375,0.0843298,2.71464,0.2105,0,0.0374043,1.84654,
0.376,0.084388,2.71383,0.211294,0,0.0376281,1.84569,
0.377,0.0844461,2.71302,0.212089,0,0.0378511,1.84484,
0.378,0.0845041,2.7122,0.212887,0,0.0380736,1.84399,
0.379,0.0845621,2.71139,0.213686,0,0.0382954,1.84314,
0.38,0.08462,2.71057,0.214488,0,0.0385166,1.84228,
0.381,0.0846778,2.70975,0.215292,0,0.0387372,1.84142,
0.382,0.0847355,2.70893,0.216098,0,0.0389572,1.84056,
0.383,0.0847931,2.70811,0.216906,0,0.0391765,1.8397,
0.384,0.0848507,2.70728,0.217716,0,0.0393953,1.83884,
0.385,0.0849082,2.70646,0.218528,0,0.0396134,1.83798,
0.386,0.0849656,2.70563,0.219342,0,0.0398309,1.83711,
0.387,0.085023,2.7048,0.220159,0,0.0400478,1.83624,
0.388,0.0850803,2.70396,0.220977,0,0.040264,1.83537,
0.389,0.0851375,2.70313,0.221798,0,0.0404797,1.8345,
0.39,0.0851946,2.70229,0.222621,0,0.0406947,1.83362,
0.391,0.0852516,2.70145,0.223446,0,0.0409091,1.83275,
0.392,0.0853086,2.70061,0.224273,0,0.041123,1.83187,
0.393,0.0853655,2.69977,0.225102,0,0.0413362,1.83099,
0.394,0.0854224,2.69892,0.225933,0,0.0415488,1.83011,
0.395,0.0854791,2.69807,0.226766,0,0.0417608,1.82922,
0.396,0.0855358,2.69722,0.227602,0,0.0419722,1.82834,
0.397,0.0855924,2.69637,0.228439,0,0.042183,1.82745,
0.398,0.0856489,2.69552,0.229279,0,0.0423932,1.82656,
0.399,0.0857054,2.69466,0.23012,0,0.0426028,1.82567,
0.4,0.0857618,2.6938,0.230964,0,0.0428118,1.82477,
0.401,0.0858181,2.69294,0.23181,0,0.0430202,1.82388,
0.402,0.0858744,2.69208,0.232658,0,0.0432281,1.82298,
0.403,0.0859305,2.69122,0.233508,0,0.0434353,1.82208,
0.404,0.0859866,2.69035,0.23436,0,0.0436419,1.82118,
