0.0000000000000000e+00, 0.0000000000000000e+00, 1.5000000000000000e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.0000000000000000e-03, -3.3387811101828376e-28, 1.4999950950000001e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
2.0000000000000000e-03, 5.1730941780097754e-28, 1.4999803800000000e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
3.0000000000000001e-03, 8.4527628454724710e-27, 1.4999558549999998e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
4.0000000000000001e-03, 6.3531787861005938e-26, 1.4999215199999998e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
5.0000000000000001e-03, 1.4928954801637307e-25, 1.4998773749999996e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
6.0000000000000001e-03, 3.5475471930375192e-25, 1.4998234199999998e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
7.0000000000000001e-03, 7.0754744546930447e-25, 1.4997596549999999e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
8.0000000000000002e-03, 1.0941873070470204e-24, 1.4996860799999998e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
9.0000000000000011e-03, 1.1980843547894138e-24, 1.4996026949999999e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.0000000000000002e-02, 1.3806826668584249e-24, 1.4995095000000001e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.1000000000000003e-02, 2.0224334362255478e-24, 1.4994064950000001e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.2000000000000004e-02, 3.2214942114511958e-24, 1.4992936800000001e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.3000000000000005e-02, 5.0625963941766909e-24, 1.4991710550000001e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.4000000000000005e-02, 7.6706498632041309e-24, 1.4990386200000003e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.5000000000000006e-02, 1.1225177395570393e-23, 1.4988963750000004e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.6000000000000007e-02, 1.5362815034925985e-23, 1.4987443200000004e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.7000000000000008e-02, 1.9126697017428702e-23, 1.4985824550000004e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.8000000000000009e-02, 2.1835030453589404e-23, 1.4984107800000004e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
1.9000000000000010e-02, 2.4695504148546394e-23, 1.4982292950000005e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
2.0000000000000011e-02, 2.9182339490666581e-23, 1.4980380000000004e+00, 7.8539816339744828e-01, -2.0943951023931953e+00
