0.0000000000000000e+00, 0.0000000000000000e+00, 2.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00
1.0000000000000000e-02, -2.5623365806275948e-06, 1.9995094687542629e+00, -3.0760338507332405e-05, -4.0003198799405822e-04
2.0000000000000000e-02, -1.0249410600502539e-05, 1.9980375000684998e+00, -1.2304184863643153e-04, -1.6001270755659281e-03
2.9999999999999999e-02, -2.3061800427601243e-05, 1.9955829691032194e+00, -2.7684898080841252e-04, -3.6002773768129032e-03
4.0000000000000001e-02, -4.1001755252400729e-05, 1.9921440011711340e+00, -4.9219904190651170e-04, -6.4004522248083525e-03
5.0000000000000003e-02, -6.4075122840777466e-05, 1.9877179718912332e+00, -7.6913702766824262e-04, -1.0000571889209489e-02
6.0000000000000005e-02, -9.2294047978816403e-05, 1.9823015075769772e+00, -1.1077563811828766e-03, -1.4400470792591477e-02
7.0000000000000007e-02, -1.2568044074809750e-04, 1.9758904860308839e+00, -1.5082256632472611e-03, -1.9599850249816055e-02
8.0000000000000002e-02, -1.6427021291206721e-04, 1.9684800379664409e+00, -1.9708211059741663e-03, -2.5598220779233533e-02
8.9999999999999997e-02, -2.0811827935478039e-04, 1.9600645493261644e+00, -2.4959649988349742e-03, -3.2394834072396655e-02
9.9999999999999992e-02, -2.5730431961056845e-04, 1.9506376648110890e+00, -3.0842698247640155e-03, -3.9988604762764585e-02
1.0999999999999999e-01, -3.1193929190219893e-04, 1.9401922929811166e+00, -3.7365880210998501e-03, -4.8378022206925636e-02
1.1999999999999998e-01, -3.7217268889352652e-04, 1.9287206133265442e+00, -4.4540671862570878e-03, -5.7561052583556094e-02
1.2999999999999998e-01, -4.3820052012130120e-04, 1.9162140857469745e+00, -5.2382104842897820e-03, -6.7535031732306725e-02
1.3999999999999999e-01, -5.1027400097700983e-04, 1.9026634629030339e+00, -6.0909419170645024e-03, -7.8296549294851345e-02
1.4999999999999999e-01, -5.8870892216267322e-04, 1.8880588059269481e+00, -7.0146760375944832e-03, -8.9841324883288720e-02
1.6000000000000000e-01, -6.7389566652423087e-04, 1.8723895039874612e+00, -8.0123915670855736e-03, -1.0216407718873018e-01
1.7000000000000001e-01, -7.6630983218700676e-04, 1.8556442982003039e+00, -9.0877082542989897e-03, -1.1525838715162262e-01
1.8000000000000002e-01, -8.6652341204353624e-04, 1.8378113103548277e+00, -1.0244966180983323e-02, -1.2911655654125895e-01
1.9000000000000003e-01, -9.7521646989239691e-04, 1.8188780768876611e+00, -1.1489306573882915e-02, -1.4372946353026475e-01
2.0000000000000004e-01, -1.0931892431383593e-03, 1.7988315884731825e+00, -1.2826753036813986e-02, -1.5908641709208665e-01
2.1000000000000005e-01, -1.2213745910196029e-03, 1.7776583355158173e+00, -1.4264291970050505e-02, -1.7517501228729501e-01
2.2000000000000006e-01, -1.3608506962178748e-03, 1.7553443597197773e+00, -1.5809950805764948e-02, -1.9198098872514494e-01
2.3000000000000007e-01, -1.5128539167348404e-03, 1.7318753117774413e+00, -1.7472872564493550e-02, -2.0948809467772833e-01
2.4000000000000007e-01, -1.6787916745133907e-03, 1.7072365150591577e+00, -1.9263385136517097e-02, -2.2767795947092204e-01
2.5000000000000006e-01, -1.8602552578028328e-03, 1.6814130350068195e+00, -2.1193063621938502e-02, -2.4652997686466235e-01
2.6000000000000006e-01, -2.0590324067833814e-03, 1.6543897537371235e+00, -2.3274784032789798e-02, -2.6602120214949171e-01
2.7000000000000007e-01, -2.2771195460767439e-03, 1.6261514491503302e+00, -2.5522766676184586e-02, -2.8612626561652998e-01
2.8000000000000008e-01, -2.5167335258258062e-03, 1.5966828776300805e+00, -2.7952607605765917e-02, -3.0681730489266668e-01
2.9000000000000009e-01, -2.7803227333845497e-03, 1.5659688592105607e+00, -3.0581296653814476e-02, -3.2806391836716747e-01
3.0000000000000010e-01, -3.0705774436820404e-03, 1.5339943638982414e+00, -3.3427220737691762e-02, -3.4983314157133244e-01
3.1000000000000011e-01, -3.3904392862286956e-03, 1.5007445976693015e+00, -3.6510151372031265e-02, -3.7208944791318532e-01
3.2000000000000012e-01, -3.7431097231864058e-03, 1.4662050865372926e+00, -3.9851215602314867e-02, -3.9479477463299834e-01
3.3000000000000013e-01, -4.1320574540052351e-03, 1.4303617570021390e+00, -4.3472849905255802e-02, -4.1790857424024913e-01
3.4000000000000014e-01, -4.5610246918889328e-03, 1.3932010111665791e+00, -4.7398736948141895e-02, -4.4138789106765192e-01
3.5000000000000014e-01, -5.0340322899423331e-03, 1.3547097948339266e+00, -5.1653725477641119e-02, -4.6518746191880184e-01
3.6000000000000015e-01, -5.5553837382964159e-03, 1.3148756569967908e+00, -5.6263733960682377e-02, -4.8925983918661858e-01
3.7000000000000016e-01, -6.1296680992940968e-03, 1.2736867992760230e+00, -6.1255638952972459e-02, -5.1355553424686706e-01
3.8000000000000017e-01, -6.7617620011322386e-03, 1.2311321140766942e+00, -6.6657149478928313e-02, -5.3802317845864145e-01
3.9000000000000018e-01, -7.4568308678010370e-03, 1.1872012104815708e+00, -7.2496668970998157e-02, -5.6260969873535838e-01
4.0000000000000019e-01, -8.2203296245263180e-03, 1.1418844271928732e+00, -7.8803146522098716e-02, -5.8726050440954825e-01
4.1000000000000020e-01, -9.0580031809952052e-03, 1.0951728321487511e+00, -8.5605919352708976e-02, -6.1191968200232294e-01
4.2000000000000021e-01, -9.9758870594044910e-03, 1.0470582087681768e+00, -9.2934548472123346e-02, -6.3653019453941928e-01
4.3000000000000022e-01, -1.0980308597121857e-02, 9.9753302910610775e-01, -1.0081864953737726e-01, -6.6103408220268900e-01
4.4000000000000022e-01, -1.2077889214174638e-02, 9.4659041451711456e-01, -1.0928772087834293e-01, -6.8537266137006381e-01
4.5000000000000023e-01, -1.3275548290494913e-02, 8.9422408472217718e-01, -1.1837097058072037e-01, -7.0948671944536157e-01
4.6000000000000024e-01, -1.4580509245099495e-02, 8.4042829644213712e-01, -1.2809714440685893e-01, -7.3331670329312859e-01
4.7000000000000025e-01, -1.6000308446072056e-02, 7.8519777299868476e-01, -1.3849435620256595e-01, -7.5680289954179392e-01
4.8000000000000026e-01, -1.7542807604228172e-02, 7.2852762648624003e-01, -1.4958992229418361e-01, -7.7988560547976349e-01
4.9000000000000027e-01, -1.9216210310768235e-02, 6.7041327428759767e-01, -1.6141020124006447e-01, -8.0250528971192192e-01
5.0000000000000022e-01, -2.1029083368842072e-02, 6.1085035184049863e-01, -1.7398044016436204e-01, -8.2460274215957519e-01
