0.0000000000000000e+00, 0.0000000000000000e+00, 1.5000000000000000e+00, 1.1344640137963142e+00, -2.0943951023931953e+00
1.0000000000000000e-03, 5.3768492914367820e-06, 1.5000757339160065e+00, 1.1341130397855674e+00, -2.0936393377095537e+00
2.0000000000000000e-03, 1.6569099048678998e-05, 1.5002214617696081e+00, 1.1334118567320433e+00, -2.0921383954323520e+00
3.0000000000000001e-03, 2.8953531225491664e-05, 1.5003537244321132e+00, 1.1327183800565619e+00, -2.0906807593058532e+00
4.0000000000000001e-03, 4.2824030290363312e-05, 1.5004705901115041e+00, 1.1320386709209898e+00, -2.0892874939954660e+00
5.0000000000000001e-03, 3.3846951347758927e-04, 1.5006007442122813e+00, 1.1296751522283761e+00, -2.0895942886183425e+00
6.0000000000000001e-03, 9.1438844375804921e-04, 1.5007475327096698e+00, 1.1256144691439796e+00, -2.0915369950771932e+00
7.0000000000000001e-03, 1.4826274874190138e-03, 1.5008895162323552e+00, 1.1215669384873415e+00, -2.0933494389682052e+00
8.0000000000000002e-03, 2.0374243057184396e-03, 1.5010297606053002e+00, 1.1175550858426839e+00, -2.0949628635845889e+00
9.0000000000000011e-03, 2.5791342802753891e-03, 1.5011676952620234e+00, 1.1135810278573726e+00, -2.0963862098929003e+00
1.0000000000000002e-02, 3.1082344292367157e-03, 1.5013025932150112e+00, 1.1096465835195017e+00, -2.0976308011167171e+00
1.1000000000000003e-02, 3.6251720989124692e-03, 1.5014337552212853e+00, 1.1057534299957752e+00, -2.0987074935231713e+00
1.2000000000000004e-02, 4.1303630933733886e-03, 1.5015605160661543e+00, 1.1019031081431088e+00, -2.0996266013883544e+00
1.3000000000000005e-02, 4.6241939604177518e-03, 1.5016822437437529e+00, 1.0980970303677560e+00, -2.1003979200371075e+00
1.4000000000000005e-02, 5.1070242473467706e-03, 1.5017983383702587e+00, 1.0943364881464033e+00, -2.1010307509810344e+00
1.5000000000000006e-02, 5.5791886035575534e-03, 1.5019082310850853e+00, 1.0906226590520234e+00, -2.1015339258697883e+00
1.6000000000000007e-02, 6.0409987352755502e-03, 1.5020113829544168e+00, 1.0869566133165334e+00, -2.1019158292158622e+00
1.7000000000000008e-02, 6.4927452217181329e-03, 1.5021072838821594e+00, 1.0833393199658228e+00, -2.1021844199616289e+00
1.8000000000000009e-02, 6.9346992015284024e-03, 1.5021954515323779e+00, 1.0797716525605376e+00, -2.1023472519553481e+00
1.9000000000000010e-02, 7.3671139377301980e-03, 1.5022754302666437e+00, 1.0762543945738527e+00, -2.1024114933975455e+00
2.0000000000000011e-02, 7.7902262692165795e-03, 1.5023467900991758e+00, 1.0727882444335042e+00, -2.1023839453162712e+00
2.1000000000000012e-02, 8.2042579562028109e-03, 1.5024091256721557e+00, 1.0693738202537653e+00, -2.1022710591250160e+00
2.2000000000000013e-02, 8.6094169266933591e-03, 1.5024620552531751e+00, 1.0660116642805542e+00, -2.1020789533138098e+00
2.3000000000000013e-02, 9.0058984305815496e-03, 1.5025052197563977e+00, 1.0627022470709739e+00, -2.1018134293206443e+00
2.4000000000000014e-02, 9.3938861075859373e-03, 1.5025382817886788e+00, 1.0594459714268729e+00, -2.1014799866272909e+00
